gSDSS_2cols,iSDSS_2cols,J0378_2cols,J0395_2cols,J0410_2cols,J0430_2cols,J0515_2cols,J0660_2cols,J0861_2cols,rSDSS_2cols,uJAVA_2cols,zSDSS_2cols
-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63,-2.55912485779e+63
