g_JPAS_0915,Jv0915_3495,Jv0915_3781,Jv0915_3900,Jv0915_4000,Jv0915_4100,Jv0915_4200,Jv0915_4301,Jv0915_4400,Jv0915_4501,Jv0915_4600,Jv0915_4701,Jv0915_4801,Jv0915_4900,Jv0915_5001,Jv0915_5101,Jv0915_5201,Jv0915_5300,Jv0915_5400,Jv0915_5500,Jv0915_5600,Jv0915_5700,Jv0915_5799,Jv0915_5898,Jv0915_5999,Jv0915_6098,Jv0915_6199,Jv0915_6300,Jv0915_6401,Jv0915_6500,Jv0915_6600,Jv0915_6700,Jv0915_6800,Jv0915_6900,Jv0915_7000,Jv0915_7100,Jv0915_7200,Jv0915_7300,Jv0915_7400,Jv0915_7500,Jv0915_7600,Jv0915_7700,Jv0915_7800,Jv0915_7900,Jv0915_8000,Jv0915_8100,Jv0915_8201,Jv0915_8300,Jv0915_8400,Jv0915_8500,Jv0915_8600,Jv0915_8700,Jv0915_8800,Jv0915_8900,Jv0915_9000,Jv0915_9100,Jv0915_9669,r_JPAS_0915,u_JPAS_0915
17.7452219907,19.5293706293,19.178095081,19.0473676709,18.6284507487,18.4377858265,18.3319391528,18.1943333429,18.0530078526,17.8696029943,17.7410640917,17.6619301497,17.6006068395,17.5598954196,17.4950057033,17.5157684161,17.4776891744,17.2986231855,17.2394934263,17.200787261,17.1162770673,17.0437165491,16.9993028017,17.0277441419,16.9513641497,16.8823748739,16.9176325039,16.8664244925,16.7666577988,16.7079322635,16.6785910253,16.6882485024,16.6447156295,16.5889320224,16.5420164565,16.563062358,16.5489424171,16.472418429,16.4103325075,16.3627699476,16.333392511,16.3621765985,16.3320916744,16.3104605952,16.3151081356,17.510405797,20.4661076912,20.1701852612,20.1486755919,20.1712091924,20.1136939063,20.0736397999,20.1565074009,19.9728915694,19.887215475,19.9920073163,21.5582256923,16.8851903499,19.2936342996
