g_JPAS_0915,Jv0915_3495,Jv0915_3781,Jv0915_3900,Jv0915_4000,Jv0915_4100,Jv0915_4200,Jv0915_4301,Jv0915_4400,Jv0915_4501,Jv0915_4600,Jv0915_4701,Jv0915_4801,Jv0915_4900,Jv0915_5001,Jv0915_5101,Jv0915_5201,Jv0915_5300,Jv0915_5400,Jv0915_5500,Jv0915_5600,Jv0915_5700,Jv0915_5799,Jv0915_5898,Jv0915_5999,Jv0915_6098,Jv0915_6199,Jv0915_6300,Jv0915_6401,Jv0915_6500,Jv0915_6600,Jv0915_6700,Jv0915_6800,Jv0915_6900,Jv0915_7000,Jv0915_7100,Jv0915_7200,Jv0915_7300,Jv0915_7400,Jv0915_7500,Jv0915_7600,Jv0915_7700,Jv0915_7800,Jv0915_7900,Jv0915_8000,Jv0915_8100,Jv0915_8201,Jv0915_8300,Jv0915_8400,Jv0915_8500,Jv0915_8600,Jv0915_8700,Jv0915_8800,Jv0915_8900,Jv0915_9000,Jv0915_9100,Jv0915_9669,r_JPAS_0915,u_JPAS_0915
-1.4145211298e+63,-1.71393233565e+67,-7.82397974045e+63,-2.09535590211e+63,-1.82953432097e+63,-1.75667039328e+63,-1.63074268334e+63,-1.4611434172e+63,-1.49764675934e+63,-1.51099555962e+63,-1.44064850493e+63,-1.31489195408e+63,-1.04158047781e+63,-9.5842768775e+62,-8.52219203633e+62,-1.27392535324e+63,-1.2003643316e+63,-1.10766451978e+63,-1.027261265e+63,-9.75373065603e+62,-8.94677145589e+62,-8.33947448451e+62,-7.86221914534e+62,-7.61927689416e+62,-7.10635223121e+62,-6.77899660221e+62,-7.10721799099e+62,-6.21052657503e+62,-5.99687985265e+62,-3.10888897003e+62,-1.6270392499e+62,-3.25570467673e+62,-4.14374765545e+62,-4.65374653142e+62,-4.45404722814e+62,-4.48788039576e+62,-4.34145704069e+62,-3.80223369364e+62,-3.51644905294e+62,-3.40496507011e+62,-3.22188411431e+62,-3.43846584388e+62,-3.20762474338e+62,-3.18719966345e+62,-2.97596735277e+62,-2.77977791847e+62,-2.72238134367e+62,-2.67449409792e+62,-2.63868469713e+62,-2.6902863688e+62,-2.43957165929e+62,-2.15604824551e+62,-1.93021418994e+62,-1.82380863493e+62,-1.46678746551e+62,-2.13811755089e+62,-4.76236496755e+65,-5.98150579167e+62,-1.27297706828e+64
