galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
1054,1.5179E-19,1.0625E-20,1.2579E-19,1.2165E-20,1.1957E-19,9.0306E-21,1.2672E-19,9.1033E-21,2.04E-19,1.2025E-20,4.6691E-19,1.9782E-20,1.2406E-18,1.8282E-20,1.4915E-19,6.4566E-21,1.6249E-19,3.8912E-21,4.3454E-19,6.0034E-21,8.7746E-19,-999.0,1.2498E-18,-999.0,0.09
1055,9.5679E-21,1.9387E-22,5.9541E-21,1.9194E-22,4.2113E-21,1.1636E-22,5.8347E-21,1.2897E-22,2.6991E-20,2.9831E-22,6.8362E-20,5.6667E-22,2.2203E-19,6.135E-22,1.467E-20,1.3511E-22,1.7507E-20,8.0623E-23,6.076E-20,1.6789E-22,1.4805E-19,2.7272E-22,2.3465E-19,2.1612E-22,0.09
1056,1.0562E-18,7.782E-21,9.6057E-19,8.8471E-21,8.7042E-19,5.6118E-21,8.3971E-19,6.1872E-21,1.1039E-18,6.1003E-21,1.7657E-18,9.7578E-21,4.1546E-18,7.653E-21,1.1752E-18,4.3297E-21,9.5791E-19,2.6468E-21,1.7003E-18,3.1321E-21,3.2161E-18,2.9621E-21,4.0339E-18,3.7154E-21,0.09
1057,4.7316E-20,-999.0,3.6358E-20,2.3106E-21,2.8907E-20,1.4111E-21,3.3528E-20,1.544E-21,5.2651E-20,1.8912E-21,7.7804E-20,3.0097E-21,1.7661E-19,2.4399E-21,5.0188E-20,1.2943E-21,4.0087E-20,6.6459E-22,7.1747E-20,8.5906E-22,1.4197E-19,1.1769E-21,1.7322E-19,1.2764E-21,0.09
1058,6.4136E-19,4.135E-21,5.6794E-19,5.2309E-21,5.0805E-19,3.7434E-21,5.0108E-19,3.2306E-21,6.6298E-19,3.6638E-21,1.0566E-18,5.8389E-21,2.516E-18,4.6346E-21,7.1565E-19,2.6366E-21,5.6846E-19,1.5707E-21,1.0081E-18,1.857E-21,1.9174E-18,1.766E-21,2.4406E-18,2.2479E-21,0.09
1059,1.7161E-18,6.9544E-20,1.5196E-18,7.5579E-20,1.3783E-18,5.0777E-20,1.2501E-18,4.8357E-20,1.6801E-18,5.7254E-20,2.1249E-18,8.024E-20,4.7264E-18,6.5298E-20,2.0032E-18,4.2436E-20,1.4379E-18,1.9865E-20,2.1465E-18,2.3724E-20,3.8136E-18,3.5124E-20,4.5639E-18,3.3628E-20,0.09
1060,8.905E-19,3.8548E-20,7.2583E-19,4.2116E-20,6.3392E-19,2.8609E-20,6.015E-19,2.6038E-20,1.0065E-18,3.6155E-20,1.2498E-18,4.7195E-20,2.8238E-18,4.1613E-20,1.119E-18,2.3705E-20,8.0767E-19,1.1902E-20,1.2672E-18,1.5172E-20,2.3186E-18,1.922E-20,2.7242E-18,2.0072E-20,0.09
1061,6.2665E-19,1.9046E-20,5.5902E-19,2.111E-20,4.2211E-19,1.3996E-20,4.3594E-19,1.4053E-20,7.5132E-19,1.6608E-20,1.223E-18,2.7034E-20,2.7582E-18,2.2863E-20,7.3761E-19,1.087E-20,5.9734E-19,6.0519E-21,1.1195E-18,8.2488E-21,2.1929E-18,1.2119E-20,2.6584E-18,1.2242E-20,0.09
1062,1.4309E-20,1.0807E-21,9.5941E-21,9.5434E-22,7.6138E-21,6.0308E-22,1.0588E-20,6.3386E-22,4.0216E-20,1.3335E-21,8.7419E-20,2.657E-21,2.5657E-19,2.5994E-21,2.1617E-20,7.5659E-22,2.724E-20,4.0142E-22,7.8199E-20,7.2024E-22,1.808E-19,1.1657E-21,2.6916E-19,1.2395E-21,0.09
1063,1.4289E-20,1.0528E-22,1.0524E-20,9.6932E-23,8.2754E-21,6.8598E-23,9.5629E-21,7.0462E-23,2.7529E-20,1.2678E-22,5.984E-20,1.6534E-22,1.7644E-19,1.6251E-22,1.9169E-20,7.062E-23,1.9382E-20,3.5702E-23,5.4675E-20,5.0358E-23,1.2354E-19,1.1378E-22,1.7922E-19,1.6507E-22,0.09
1064,6.2249E-20,4.128E-21,4.6788E-20,4.4817E-21,4.2632E-20,2.7093E-21,4.7177E-20,2.9547E-21,1.3345E-19,4.7937E-21,3.1691E-19,9.3403E-21,9.948E-19,1.0079E-20,8.3509E-20,2.692E-21,9.2073E-20,1.5264E-21,2.9089E-19,2.9472E-21,6.7381E-19,4.3442E-21,1.0096E-18,4.6492E-21,0.09
1065,3.8631E-20,2.1348E-22,2.7198E-20,2.505E-22,2.2768E-20,1.4679E-22,2.4919E-20,1.6066E-22,7.1274E-20,2.6258E-22,1.3872E-19,5.1106E-22,3.906E-19,3.5976E-22,5.0365E-20,1.3916E-22,5.0134E-20,9.235E-23,1.2863E-19,1.1847E-22,2.8664E-19,2.64E-22,3.8952E-19,3.5876E-22,0.09
1066,5.3955E-21,1.0336E-21,3.3085E-21,-999.0,2.2471E-21,6.7886E-22,5.7442E-21,6.9836E-22,1.9771E-20,1.7117E-21,6.3919E-20,3.65E-21,2.2763E-19,4.1931E-21,7.6003E-21,7.1401E-22,1.1451E-20,4.6404E-22,5.4554E-20,1.0049E-21,1.4126E-19,1.5613E-21,2.388E-19,1.9795E-21,0.09
1067,1.8943E-19,2.4426E-21,1.8041E-19,2.6586E-21,1.5089E-19,1.8066E-21,1.4543E-19,1.7413E-21,1.8752E-19,1.8998E-21,2.7839E-19,2.8204E-21,6.1809E-19,2.8464E-21,2.1313E-19,1.3741E-21,1.6728E-19,7.7036E-22,2.7155E-19,7.5032E-22,5.0986E-19,1.4088E-21,5.8973E-19,1.0863E-21,0.09
1068,3.9587E-19,2.9169E-21,3.3018E-19,3.3452E-21,2.8103E-19,2.0707E-21,2.8784E-19,2.1209E-21,4.5873E-19,2.535E-21,6.9881E-19,3.8617E-21,1.6216E-18,2.9872E-21,4.617E-19,1.701E-21,3.7528E-19,1.0369E-21,6.7229E-19,1.2384E-21,1.2953E-18,1.193E-21,1.563E-18,1.4396E-21,0.09
1069,2.4257E-20,4.2448E-22,1.4915E-20,4.1212E-22,1.054E-20,2.7181E-22,1.431E-20,2.8995E-22,6.281E-20,5.785E-22,1.383E-19,1.0191E-21,4.3175E-19,1.193E-21,3.7847E-20,3.1372E-22,4.1422E-20,1.9075E-22,1.259E-19,3.4788E-22,2.9925E-19,-999.0,4.4836E-19,-999.0,0.09
1070,2.797E-21,1.5714E-22,2.7183E-21,1.6273E-22,2.1394E-21,9.6552E-23,2.6588E-21,1.0775E-22,1.0942E-20,2.5194E-22,3.4189E-20,5.0383E-22,9.7519E-20,5.3891E-22,3.5966E-21,8.9439E-23,6.7591E-21,6.8479E-23,2.8542E-20,1.5773E-22,6.648E-20,2.4492E-22,1.0325E-19,2.8529E-22,0.09
1071,5.9137E-19,5.9914E-21,5.6736E-19,7.8384E-21,5.3047E-19,4.8858E-21,5.3145E-19,5.3843E-21,8.5479E-19,6.2984E-21,1.9013E-18,1.2258E-20,4.8469E-18,8.9283E-21,5.8487E-19,3.7708E-21,6.7214E-19,2.4763E-21,1.7549E-18,3.2327E-21,3.5177E-18,6.4799E-21,4.7584E-18,4.3827E-21,0.09
1072,3.2292E-20,2.6768E-22,2.0319E-20,2.2457E-22,1.4625E-20,1.4817E-22,1.8395E-20,1.5248E-22,7.9487E-20,2.9284E-22,1.5642E-19,5.7627E-22,4.3201E-19,3.979E-22,5.0897E-20,1.8751E-22,5.2565E-20,-999.0,1.42E-19,1.3079E-22,3.1673E-19,2.9172E-22,4.3923E-19,4.0455E-22,0.09
1073,7.252E-20,3.3397E-22,6.8243E-20,3.7713E-22,6.1272E-20,2.2573E-22,6.0598E-20,2.2325E-22,9.1635E-20,2.532E-22,1.6938E-19,4.6801E-22,3.8482E-19,3.5443E-22,7.4758E-20,2.0657E-22,7.4347E-20,1.3695E-22,1.5662E-19,1.4426E-22,2.9872E-19,2.7513E-22,3.785E-19,3.4861E-22,0.09
1074,1.7373E-18,1.9201E-20,1.5314E-18,2.2567E-20,1.3548E-18,1.4974E-20,1.2891E-18,1.306E-20,1.5932E-18,1.7609E-20,2.1413E-18,2.3666E-20,4.4002E-18,2.0264E-20,1.9208E-18,1.0615E-20,1.4265E-18,5.2555E-21,2.0715E-18,7.6315E-21,3.6499E-18,1.0085E-20,4.2411E-18,7.8123E-21,0.09
1075,4.1077E-20,5.5993E-21,4.0588E-20,5.4579E-21,2.3377E-20,3.5527E-21,3.4009E-20,4.2287E-21,9.4972E-20,6.6479E-21,2.3099E-19,1.234E-20,7.8994E-19,1.3096E-20,6.8991E-20,3.4949E-21,6.3328E-20,2.0414E-21,2.097E-19,3.8628E-21,5.0675E-19,5.6008E-21,8.0908E-19,6.7068E-21,0.09
1076,5.3995E-22,5.2218E-23,3.8226E-22,5.4923E-23,3.4447E-22,3.7755E-23,4.2302E-22,4.0909E-23,2.051E-21,8.5005E-23,6.2858E-21,1.8526E-22,1.7457E-20,1.7686E-22,5.8446E-22,3.2837E-23,1.2763E-21,2.5862E-23,5.166E-21,5.2339E-23,1.1715E-20,7.5532E-23,1.8012E-20,8.2947E-23,0.09
1077,1.2469E-20,8.9576E-22,7.5548E-21,8.3499E-22,5.7309E-21,4.6977E-22,6.0957E-21,5.5021E-22,2.9691E-20,1.2032E-21,7.2414E-20,2.3344E-21,2.4267E-19,2.4586E-21,1.7323E-20,6.382E-22,2.0428E-20,3.763E-22,7.1158E-20,7.2093E-22,1.7339E-19,1.1179E-21,2.5132E-19,1.1574E-21,0.09
1078,1.8593E-18,3.425E-21,1.6224E-18,4.4828E-21,1.4027E-18,2.5838E-21,1.3297E-18,2.4494E-21,1.4906E-18,2.7458E-21,1.5724E-18,2.8964E-21,2.7603E-18,2.5423E-21,2.1113E-18,1.9446E-21,1.4066E-18,1.2955E-21,1.5811E-18,1.4562E-21,2.5267E-18,2.3272E-21,2.5808E-18,2.377E-21,0.09
1079,5.3931E-19,2.2352E-20,4.5902E-19,2.4521E-20,4.2368E-19,1.4828E-20,4.2681E-19,1.651E-20,7.1884E-19,2.1187E-20,1.3275E-18,3.4235E-20,3.3965E-18,3.4411E-20,6.4126E-19,1.3584E-20,5.6628E-19,6.7804E-21,1.2435E-18,1.0307E-20,2.456E-18,1.3573E-20,3.3685E-18,1.5512E-20,0.09
1080,3.5134E-20,2.4593E-21,2.8322E-20,2.5042E-21,2.5266E-20,1.6522E-21,2.1504E-20,1.8024E-21,8.5217E-20,3.218E-21,1.9903E-19,5.6828E-21,6.3757E-19,5.8722E-21,4.6401E-20,1.624E-21,5.362E-20,9.8772E-22,1.7512E-19,1.7742E-21,4.1127E-19,3.0304E-21,6.5302E-19,-999.0,0.09
1081,2.112E-20,6.4193E-22,1.7844E-20,6.7384E-22,1.6021E-20,4.5744E-22,1.7199E-20,4.7522E-22,6.7842E-20,8.7479E-22,2.5984E-19,2.1539E-21,9.4776E-19,2.6188E-21,2.9235E-20,3.5004E-22,4.3561E-20,2.8085E-22,2.2197E-19,6.1333E-22,5.5911E-19,1.0299E-21,1.0016E-18,9.2252E-22,0.09
1082,4.2405E-21,4.843E-22,3.1032E-21,4.8304E-22,2.5979E-21,3.1345E-22,3.7793E-21,3.3069E-22,1.5842E-20,7.4415E-22,4.8464E-20,1.6516E-21,1.7275E-19,1.7502E-21,5.9077E-21,3.3735E-22,1.0457E-20,2.3115E-22,4.2016E-20,5.0308E-22,1.099E-19,8.0981E-22,1.863E-19,1.0295E-21,0.09
1083,3.0361E-20,2.8244E-21,1.7994E-20,2.7842E-21,1.2575E-20,1.7489E-21,2.3245E-20,1.8626E-21,7.405E-20,3.8193E-21,1.4201E-19,6.0167E-21,3.9366E-19,6.5263E-21,4.6981E-20,1.9039E-21,4.7328E-20,-999.0,1.2952E-19,1.9086E-21,2.8597E-19,2.8973E-21,3.9185E-19,3.2482E-21,0.09
1084,7.0111E-19,7.1032E-21,6.1857E-19,7.9761E-21,5.4675E-19,5.5393E-21,5.1498E-19,5.2174E-21,6.2487E-19,5.7553E-21,8.0425E-19,7.4074E-21,1.6436E-18,6.0551E-21,7.6522E-19,4.2288E-21,5.741E-19,2.1151E-21,7.8666E-19,2.1736E-21,1.4171E-18,2.6103E-21,1.5296E-18,2.8177E-21,0.09
1085,1.9206E-20,1.7336E-21,2.058E-20,2.2366E-21,2.2338E-20,1.7282E-21,2.1254E-20,1.8401E-21,4.0761E-20,2.4402E-21,1.1658E-19,4.6173E-21,2.8539E-19,4.7314E-21,1.153E-20,1.0195E-21,2.915E-20,7.5175E-22,9.9779E-20,1.4704E-21,2.0037E-19,2.0301E-21,2.883E-19,2.3898E-21,0.09
1086,1.3406E-19,1.9755E-21,1.1048E-19,2.1369E-21,9.4905E-20,1.486E-21,9.4818E-20,1.4846E-21,1.5449E-19,1.7074E-21,2.2998E-19,2.7537E-21,5.3075E-19,2.4442E-21,1.5721E-19,1.1584E-21,1.2662E-19,5.8309E-22,2.2228E-19,8.1889E-22,4.3022E-19,1.1887E-21,5.125E-19,1.4161E-21,0.09
1087,8.4331E-19,6.2137E-21,6.9629E-19,5.7717E-21,5.9647E-19,3.8456E-21,6.0254E-19,3.8847E-21,9.2127E-19,5.0911E-21,1.2554E-18,6.9377E-21,2.7491E-18,5.064E-21,1.0251E-18,2.8326E-21,7.7195E-19,1.422E-21,1.2223E-18,2.2516E-21,2.2511E-18,2.0733E-21,2.6643E-18,2.4539E-21,0.09
1088,7.0761E-19,4.5622E-21,5.8803E-19,5.4159E-21,4.9408E-19,3.6405E-21,5.0141E-19,3.6946E-21,7.9396E-19,4.3876E-21,1.1444E-18,6.3245E-21,2.6097E-18,4.8073E-21,8.1245E-19,2.9932E-21,6.5433E-19,1.2053E-21,1.1143E-18,2.0526E-21,2.1727E-18,2.0011E-21,2.4763E-18,2.2807E-21,0.09
1089,2.3197E-20,3.3757E-21,1.9816E-20,3.1393E-21,9.9868E-21,1.904E-21,1.6743E-20,2.1435E-21,7.0117E-20,4.2623E-21,1.5074E-19,7.0806E-21,4.932E-19,8.1766E-21,4.4445E-20,2.0468E-21,4.4241E-20,-999.0,1.3773E-19,2.2834E-21,3.4628E-19,3.8272E-21,4.9823E-19,4.5888E-21,0.09
1090,5.0167E-20,1.1551E-21,4.165E-20,1.2659E-21,3.6076E-20,8.3068E-22,3.9666E-20,8.4028E-22,1.4296E-19,1.7117E-21,4.5042E-19,3.7337E-21,1.4549E-18,4.0199E-21,6.7425E-20,7.452E-22,9.273E-20,5.1244E-22,3.8408E-19,1.0612E-21,9.087E-19,1.6739E-21,1.5347E-18,1.4135E-21,0.09
1091,1.4109E-20,2.352E-21,8.6434E-21,2.4519E-21,7.4659E-21,1.3271E-21,7.3839E-21,1.639E-21,4.816E-20,3.1493E-21,1.1238E-19,6.8313E-21,4.21E-19,7.3674E-21,2.4159E-20,1.4464E-21,2.8333E-20,9.3943E-22,1.0663E-19,1.9642E-21,2.7995E-19,-999.0,4.3721E-19,-999.0,0.09
1092,1.2826E-20,2.7171E-21,1.2767E-20,4.4214E-21,1.5823E-20,2.565E-21,1.5097E-20,3.1982E-21,6.6819E-20,7.8159E-21,3.5686E-19,1.9721E-20,1.2627E-18,2.4423E-20,3.3212E-21,-999.0,4.0785E-20,2.066E-21,2.8847E-19,5.8452E-21,7.3468E-19,9.4733E-21,1.3567E-18,1.2496E-20,0.09
1093,1.7441E-20,2.9878E-21,1.4749E-20,3.4504E-21,2.2447E-20,2.481E-21,1.5688E-20,2.4708E-21,7.8625E-20,4.7795E-21,3.6171E-19,1.2326E-20,1.3464E-18,1.3641E-20,1.8671E-20,1.5649E-21,5.1471E-20,1.517E-21,3.3355E-19,3.3793E-21,7.7475E-19,5.7086E-21,1.4008E-18,7.7409E-21,0.09
1094,1.8084E-19,8.3281E-22,1.3017E-19,9.591E-22,1.033E-19,5.7085E-22,1.1937E-19,6.5967E-22,3.1398E-19,1.1567E-21,5.3469E-19,1.4774E-21,1.3832E-18,1.274E-21,2.4485E-19,6.7654E-22,2.2641E-19,4.1707E-22,5.0547E-19,4.6556E-22,1.0767E-18,9.9169E-22,1.3567E-18,1.2496E-21,0.09
1095,1.2461E-18,6.8859E-21,1.0923E-18,8.0483E-21,9.6369E-19,5.3255E-21,9.4349E-19,5.2139E-21,1.1512E-18,6.3616E-21,1.5161E-18,8.3784E-21,3.0587E-18,5.6343E-21,1.3994E-18,3.8666E-21,1.025E-18,-999.0,1.4613E-18,2.6918E-21,2.5394E-18,2.3389E-21,2.9372E-18,2.7053E-21,0.09
1096,2.7111E-21,2.0226E-22,3.9043E-21,3.3802E-22,7.1902E-21,3.3112E-22,9.6015E-21,3.7142E-22,5.2377E-20,8.6834E-22,3.1185E-19,2.2978E-21,1.1364E-18,3.1401E-21,1.464E-21,1.0383E-22,3.014E-20,2.776E-22,2.6689E-19,7.3746E-22,6.3495E-19,1.1696E-21,1.1758E-18,-999.0,0.09
1097,5.1143E-19,5.1815E-21,4.9248E-19,6.8038E-21,4.6815E-19,4.3118E-21,5.0348E-19,4.1735E-21,8.6374E-19,5.5688E-21,1.8314E-18,1.0121E-20,4.0475E-18,7.4557E-21,5.0534E-19,-999.0,6.5161E-19,1.8005E-21,1.6292E-18,3.0012E-21,3.1073E-18,5.7239E-21,4.0289E-18,3.7107E-21,0.09
1098,1.0929E-19,9.4624E-21,9.3368E-20,9.9755E-21,4.8551E-20,6.484E-21,5.0699E-20,7.2845E-21,1.8578E-19,1.2662E-20,4.0719E-19,2.4002E-20,1.3384E-18,2.219E-20,1.4289E-19,6.4487E-21,1.2806E-19,3.6563E-21,3.9174E-19,6.8553E-21,9.158E-19,9.2783E-21,1.4315E-18,-999.0,0.09
1099,1.2078E-18,1.5573E-20,1.0784E-18,1.6885E-20,9.7899E-19,1.2624E-20,9.3407E-19,1.1184E-20,1.1901E-18,1.3153E-20,1.7377E-18,1.9206E-20,3.9444E-18,1.8165E-20,1.3328E-18,8.5932E-21,1.0384E-18,3.8257E-21,1.6919E-18,6.2333E-21,3.1216E-18,8.6253E-21,3.7982E-18,1.0495E-20,0.09
1100,1.2453E-21,2.8329E-22,1.525E-21,4.1715E-22,1.9198E-21,2.9352E-22,3.0176E-21,3.2796E-22,2.237E-20,8.2413E-22,1.3467E-19,2.7287E-21,5.7024E-19,3.1513E-21,1.6829E-21,1.4105E-22,1.2499E-20,2.4174E-22,1.1409E-19,7.3559E-22,3.0483E-19,1.123E-21,6.0766E-19,1.679E-21,0.09
1101,1.6107E-19,8.9011E-22,1.1626E-19,8.5661E-22,9.0243E-20,4.987E-22,1.0191E-19,6.5704E-22,2.6954E-19,9.93E-22,4.736E-19,1.3086E-21,1.24E-18,1.1421E-21,2.1768E-19,6.0147E-22,1.9436E-19,3.5803E-22,4.4077E-19,4.0597E-22,9.2601E-19,8.5289E-22,1.2446E-18,1.1463E-21,0.09
1102,3.5482E-19,7.1896E-21,3.2211E-19,9.197E-21,2.8894E-19,6.1208E-21,2.9731E-19,6.0243E-21,4.3854E-19,6.8664E-21,1.0271E-18,1.3244E-20,2.7366E-18,1.2602E-20,3.802E-19,4.5523E-21,3.5744E-19,2.3045E-21,9.2047E-19,4.2389E-21,1.8811E-18,5.1976E-21,2.7315E-18,7.5475E-21,0.09
1103,4.9134E-20,2.7153E-21,5.4273E-20,3.1992E-21,3.9535E-20,2.2212E-21,4.323E-20,1.9908E-21,9.8126E-20,3.4343E-21,2.5929E-19,6.448E-21,7.0499E-19,6.4932E-21,5.0791E-20,1.7309E-21,6.5794E-20,1.0908E-21,2.2521E-19,1.8668E-21,4.9044E-19,3.162E-21,7.1414E-19,3.2887E-21,0.09
1104,2.4452E-20,1.1261E-22,1.7121E-20,1.4192E-22,1.3524E-20,8.7195E-23,1.6096E-20,8.895E-23,4.2298E-20,1.5583E-22,7.4186E-20,2.0498E-22,1.9281E-19,1.7758E-22,3.2563E-20,8.9974E-23,3.0277E-20,5.5773E-23,6.9426E-20,-999.0,1.4925E-19,1.3747E-22,1.8946E-19,1.745E-22,0.09
1105,9.6281E-21,3.2811E-22,6.5696E-21,3.0254E-22,5.3646E-21,1.7294E-22,6.8666E-21,2.2135E-22,3.6136E-20,4.6596E-22,1.1812E-19,1.088E-21,4.4703E-19,1.2352E-21,1.5161E-20,-999.0,2.2654E-20,1.4605E-22,1.0355E-19,2.8611E-22,2.7691E-19,5.1009E-22,4.7901E-19,4.4118E-22,0.09
1106,1.0011E-19,9.2207E-22,8.7921E-20,1.1337E-21,7.5804E-20,7.68E-22,7.3534E-20,6.7728E-22,8.7436E-20,8.0532E-22,1.0301E-19,1.0437E-21,2.1091E-19,7.7701E-22,1.113E-19,5.1255E-22,7.9816E-20,2.9405E-22,1.0406E-19,2.8753E-22,1.8386E-19,3.3869E-22,1.9683E-19,3.6257E-22,0.09
1107,1.5658E-20,-999.0,1.0138E-20,1.6807E-22,7.2367E-21,9.9979E-23,9.4263E-21,1.2155E-22,4.6595E-20,3.0041E-22,1.253E-19,4.6161E-22,4.3285E-19,3.9867E-22,2.3526E-20,1.3001E-22,3.0029E-20,8.2973E-23,1.1147E-19,2.0533E-22,2.8996E-19,2.6706E-22,4.4993E-19,4.144E-22,0.09
1108,5.1352E-20,4.2567E-22,4.3188E-20,4.7733E-22,3.6455E-20,3.0219E-22,3.7373E-20,3.098E-22,6.4708E-20,4.1719E-22,1.1162E-19,6.1686E-22,2.7756E-19,5.1129E-22,5.7777E-20,2.6608E-22,5.1447E-20,1.4215E-22,1.0582E-19,-999.0,2.1946E-19,2.0213E-22,2.6703E-19,2.4594E-22,0.09
1109,6.7561E-20,5.6003E-22,6.1276E-20,6.2081E-22,5.5017E-20,4.5605E-22,5.8789E-20,4.8732E-22,1.3173E-19,7.2798E-22,3.8913E-19,1.4336E-21,1.1915E-18,1.0974E-21,7.7143E-20,3.5525E-22,9.4209E-20,1.7354E-22,3.4777E-19,3.2031E-22,7.693E-19,7.0855E-22,1.2125E-18,1.1168E-21,0.09
1110,4.8058E-19,2.5673E-20,4.303E-19,2.6553E-20,3.8104E-19,1.8951E-20,4.4357E-19,1.8793E-20,5.3379E-19,2.2615E-20,9.0733E-19,3.3427E-20,2.1526E-18,3.1722E-20,5.2068E-19,1.4866E-20,4.4235E-19,7.3336E-21,8.5225E-19,1.0989E-20,1.618E-18,1.3412E-20,2.0652E-18,1.7119E-20,0.09
1111,3.4651E-21,5.4255E-23,2.2045E-21,5.6852E-23,1.8118E-21,3.3375E-23,2.3731E-21,4.1528E-23,1.2569E-20,9.2614E-23,4.2708E-20,1.9668E-22,1.6478E-19,3.0354E-22,5.2834E-21,3.8929E-23,7.8291E-21,2.8843E-23,3.6856E-20,6.7892E-23,9.9383E-20,9.1535E-23,1.7755E-19,1.6353E-22,0.09
1112,2.8712E-19,5.0245E-21,2.4303E-19,5.8199E-21,2.166E-19,3.7905E-21,2.176E-19,4.0084E-21,3.8447E-19,5.3117E-21,7.0091E-19,9.0379E-21,1.795E-18,8.2663E-21,3.2814E-19,3.3246E-21,2.9817E-19,1.6478E-21,6.6079E-19,2.4345E-21,1.3405E-18,3.7039E-21,1.7671E-18,3.2551E-21,0.09
1113,1.1918E-18,3.293E-21,1.0476E-18,3.8595E-21,9.3885E-19,2.5941E-21,8.8592E-19,2.4479E-21,1.1112E-18,3.0704E-21,1.4662E-18,4.0513E-21,3.0888E-18,2.8449E-21,1.3008E-18,2.3961E-21,9.9036E-19,9.1216E-22,1.4408E-18,1.327E-21,2.6001E-18,2.3948E-21,2.9309E-18,2.6994E-21,0.09
1114,7.1609E-19,2.6382E-20,6.9209E-19,2.8685E-20,6.5912E-19,2.064E-20,5.6515E-19,1.9259E-20,9.5448E-19,2.6373E-20,1.7241E-18,4.1287E-20,4.1626E-18,3.8339E-20,7.7297E-19,1.6375E-20,7.3142E-19,8.0839E-21,1.5609E-18,1.2938E-20,2.9687E-18,1.6406E-20,4.1131E-18,1.8941E-20,0.09
1115,1.5286E-18,7.0394E-21,1.3788E-18,8.8892E-21,1.2142E-18,5.5916E-21,1.1468E-18,6.3374E-21,1.4031E-18,6.4615E-21,1.7877E-18,8.2325E-21,3.6198E-18,6.668E-21,1.6978E-18,4.6912E-21,1.2679E-18,2.3356E-21,1.7486E-18,3.221E-21,3.1498E-18,2.9011E-21,3.3969E-18,3.1287E-21,0.09
1116,2.5098E-19,1.8493E-21,2.2701E-19,1.8818E-21,1.9881E-19,1.4649E-21,2.1323E-19,1.3747E-21,4.3898E-19,2.0216E-21,1.0667E-18,3.9299E-21,2.887E-18,2.659E-21,2.8213E-19,1.0394E-21,3.2007E-19,5.8959E-22,9.5333E-19,8.7805E-22,1.979E-18,1.8227E-21,2.938E-18,2.706E-21,0.09
1117,1.1717E-20,3.885E-22,1.5094E-20,5.8391E-22,1.8553E-20,4.9556E-22,2.2889E-20,5.4811E-22,7.7271E-20,9.9637E-22,3.0117E-19,2.2191E-21,9.1037E-19,2.5154E-21,7.1783E-21,1.7851E-22,4.6732E-20,2.5825E-22,2.5824E-19,7.1354E-22,5.5875E-19,1.0293E-21,9.4193E-19,8.6755E-22,0.09
1118,8.0457E-20,5.0391E-21,6.6921E-20,5.9171E-21,5.6854E-20,3.9274E-21,7.3989E-20,3.4754E-21,1.1168E-19,5.5544E-21,2.1437E-19,8.6875E-21,5.5663E-19,9.2281E-21,9.2803E-20,3.0771E-21,8.4638E-20,1.7929E-21,1.9786E-19,2.5513E-21,3.9991E-19,4.0517E-21,5.4296E-19,4.0006E-21,0.09
1119,1.1416E-18,2.839E-20,1.0615E-18,3.3241E-20,9.7257E-19,2.329E-20,8.5412E-19,2.2814E-20,1.2403E-18,2.8559E-20,1.8093E-18,3.4996E-20,3.8187E-18,3.1655E-20,1.2369E-18,1.7088E-20,1.0212E-18,8.4652E-21,1.6793E-18,1.2373E-20,3.0166E-18,1.667E-20,3.6942E-18,1.7012E-20,0.09
1120,3.2237E-19,1.8112E-20,2.459E-19,1.993E-20,1.9461E-19,1.3981E-20,2.3722E-19,1.2891E-20,3.9917E-19,1.875E-20,7.2037E-19,2.7866E-20,1.8112E-18,2.669E-20,3.2958E-19,1.1231E-20,2.8705E-19,6.0808E-21,6.4085E-19,8.8537E-21,1.3242E-18,1.2196E-20,1.8296E-18,1.5166E-20,0.09
1121,1.4474E-20,1.5998E-22,9.38E-21,1.7279E-22,6.7578E-21,1.1203E-22,8.8921E-21,1.2285E-22,4.3833E-20,2.826E-22,1.2229E-19,4.5055E-22,4.3312E-19,3.9891E-22,2.2254E-20,1.0248E-22,2.8171E-20,7.7839E-23,1.0819E-19,1.993E-22,2.7836E-19,2.5638E-22,4.5688E-19,-999.0,0.09
1122,5.4464E-19,1.1538E-20,4.7001E-19,1.2554E-20,3.7959E-19,8.3907E-21,3.8064E-19,7.3622E-21,5.4716E-19,-999.0,6.7626E-19,1.308E-20,1.2616E-18,1.0458E-20,6.5722E-19,7.8692E-21,4.7305E-19,3.4856E-21,6.542E-19,3.6152E-21,1.111E-18,5.1163E-21,1.197E-18,5.5126E-21,0.09
1123,2.9033E-19,1.2033E-20,2.426E-19,1.363E-20,1.9235E-19,8.5036E-21,1.8988E-19,8.7444E-21,3.315E-19,1.0381E-20,4.1199E-19,1.404E-20,9.2658E-19,1.2801E-20,3.4142E-19,6.918E-21,2.5426E-19,3.5128E-21,4.0821E-19,-999.0,7.6293E-19,6.3242E-21,8.8733E-19,5.7208E-21,0.09
