galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,JPAS10069,error_JPAS10069,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS,redshift
609,1.268E-42,1.1E-44,2.189E-42,2.4E-44,3.365E-42,3.1E-44,5.225E-42,4.3E-44,5.815E-42,4.8E-44,6.464E-42,5.3E-44,9.958E-42,7.3E-44,1.3885E-41,7.7E-44,1.624E-41,9.0E-44,2.0425E-41,1.14E-43,2.4579E-41,1.36E-43,2.9199E-41,1.35E-43,3.8068E-41,1.75E-43,4.4154E-41,2.03E-43,4.9449E-41,2.28E-43,5.6463E-41,2.07E-43,6.388E-41,2.94E-43,6.87E-41,3.17E-43,8.5696E-41,3.15E-43,9.5887E-41,3.53E-43,1.1152E-40,4.1E-43,1.2746E-40,4.7E-43,1.4001E-40,5.16E-43,2.0219E-40,5.59E-43,2.4875E-40,6.87E-43,2.7502E-40,7.6E-43,3.0772E-40,8.5E-43,3.252E-40,8.98E-43,3.6254E-40,1.002E-42,4.3829E-40,1.211E-42,5.0928E-40,1.407E-42,5.7406E-40,1.058E-42,6.3938E-40,1.177E-42,6.9017E-40,1.271E-42,7.5816E-40,1.397E-42,8.313E-40,1.532E-42,8.6568E-40,1.595E-42,9.6685E-40,1.781E-42,1.0115E-39,1.864E-42,1.0918E-39,2.011E-42,1.138E-39,2.096E-42,1.1983E-39,2.207E-42,1.3569E-39,2.5E-42,1.4989E-39,2.76E-42,1.5869E-39,2.923E-42,1.6756E-39,3.087E-42,1.797E-39,3.31E-42,1.8956E-39,3.492E-42,2.0145E-39,3.71E-42,2.1625E-39,3.984E-42,2.3257E-39,4.284E-42,2.3909E-39,4.404E-42,2.5082E-39,4.62E-42,2.7025E-39,4.979E-42,2.8824E-39,5.31E-42,3.4053E-39,3.136E-42,3.157E-42,1.7E-44,3.6522E-41,6.7E-44,2.9989E-40,2.76E-43,0.05
610,1.527E-42,4.8E-44,2.794E-42,1.08E-43,4.387E-42,1.46E-43,6.237E-42,1.72E-43,7.355E-42,1.96E-43,8.384E-42,2.55E-43,1.1393E-41,2.73E-43,1.4744E-41,3.67E-43,1.8323E-41,3.88E-43,2.271E-41,4.6E-43,2.7506E-41,5.07E-43,3.1378E-41,5.5E-43,3.5763E-41,6.59E-43,4.221E-41,6.99E-43,4.8688E-41,8.07E-43,5.4529E-41,9.04E-43,6.1464E-41,1.076E-42,6.6593E-41,1.104E-42,7.7237E-41,1.138E-42,9.1248E-41,1.345E-42,1.204E-40,1.663E-42,1.5074E-40,1.944E-42,1.6882E-40,2.176E-42,2.2173E-40,2.451E-42,2.5812E-40,2.615E-42,2.8094E-40,2.846E-42,3.313E-40,3.356E-42,3.5828E-40,3.63E-42,3.7344E-40,3.784E-42,4.5816E-40,4.22E-42,5.193E-40,4.305E-42,5.752E-40,4.769E-42,6.2896E-40,5.793E-42,6.9218E-40,5.738E-42,7.4786E-40,6.2E-42,8.1249E-40,6.735E-42,8.3142E-40,7.658E-42,9.6609E-40,7.119E-42,1.0061E-39,8.339E-42,1.0711E-39,8.879E-42,1.1082E-39,9.187E-42,1.1918E-39,9.879E-42,1.3324E-39,9.817E-42,1.469E-39,1.2177E-41,1.5568E-39,1.1471E-41,1.6498E-39,1.2156E-41,1.7419E-39,1.2834E-41,1.8477E-39,1.1912E-41,1.9276E-39,1.4204E-41,2.0846E-39,1.536E-41,2.2337E-39,1.6458E-41,2.3005E-39,1.695E-41,2.4111E-39,1.7766E-41,2.6123E-39,1.9248E-41,2.7329E-39,2.0137E-41,3.2287E-39,8.92E-42,3.921E-42,7.3E-44,3.626E-41,2.0E-43,3.1522E-40,1.162E-42,0.05
611,1.3884E-41,1.92E-43,2.0104E-41,4.08E-43,2.6284E-41,5.09E-43,3.4081E-41,5.97E-43,3.7129E-41,7.52E-43,4.4026E-41,8.11E-43,5.6716E-41,9.4E-43,7.0034E-41,1.097E-42,8.1378E-41,1.2E-42,9.309E-41,1.286E-42,1.0561E-40,1.459E-42,1.2081E-40,1.669E-42,1.4538E-40,2.008E-42,1.6769E-40,2.162E-42,1.8035E-40,2.326E-42,1.9378E-40,2.676E-42,2.1823E-40,3.216E-42,2.2956E-40,2.96E-42,2.8243E-40,3.642E-42,3.1689E-40,3.795E-42,3.9637E-40,4.38E-42,4.7218E-40,4.784E-42,5.1773E-40,5.722E-42,7.0098E-40,5.811E-42,8.0929E-40,7.454E-42,8.6398E-40,7.958E-42,9.8289E-40,8.147E-42,1.0349E-39,8.579E-42,1.0897E-39,9.033E-42,1.2767E-39,9.407E-42,1.4485E-39,1.0672E-41,1.6103E-39,1.0382E-41,1.7366E-39,1.2795E-41,1.8134E-39,1.2795E-41,1.9521E-39,1.2795E-41,2.0536E-39,1.5131E-41,2.0706E-39,1.5257E-41,2.2956E-39,1.6915E-41,2.3687E-39,1.9635E-41,2.494E-39,2.0673E-41,2.602E-39,2.1569E-41,2.7121E-39,1.9984E-41,2.9957E-39,2.2073E-41,3.1835E-39,2.3456E-41,3.3706E-39,2.4835E-41,3.5327E-39,2.9283E-41,3.706E-39,2.7307E-41,3.8274E-39,2.8201E-41,4.0041E-39,2.9503E-41,4.3103E-39,3.1759E-41,4.5762E-39,3.3718E-41,4.7001E-39,3.4632E-41,4.9125E-39,4.0722E-41,5.1726E-39,3.8113E-41,5.5069E-39,4.0576E-41,6.1448E-39,1.6978E-41,2.4128E-41,2.66E-43,1.3897E-40,6.4E-43,9.2834E-40,3.42E-42,0.05
612,4.501E-42,5.18E-43,7.511E-42,1.204E-42,1.738E-41,1.729E-42,2.408E-41,2.395E-42,2.4846E-41,2.517E-42,3.1568E-41,2.878E-42,4.7431E-41,4.019E-42,5.9437E-41,5.091E-42,7.1E-41,5.82E-42,9.9188E-41,6.03E-42,1.2304E-40,7.706E-42,1.6613E-40,8.722E-42,2.176E-40,1.1423E-41,2.4258E-40,1.2959E-41,2.5355E-40,1.3077E-41,2.6648E-40,1.4236E-41,3.2814E-40,1.5716E-41,3.2096E-40,1.7146E-41,4.0894E-40,2.0715E-41,4.6952E-40,2.292E-41,5.2007E-40,2.347E-41,5.5726E-40,2.5663E-41,6.41E-40,2.7749E-41,9.7109E-40,3.4883E-41,1.2248E-39,4.0611E-41,1.3604E-39,4.6359E-41,1.4889E-39,4.6624E-41,1.6116E-39,4.7498E-41,1.7671E-39,5.2082E-41,2.0571E-39,6.063E-41,2.4348E-39,6.063E-41,2.8448E-39,6.063E-41,3.1279E-39,6.063E-41,3.1598E-39,7.8578E-41,3.3118E-39,8.5406E-41,3.5356E-39,9.7692E-41,3.7849E-39,9.4124E-41,4.0706E-39,1.0873E-40,4.4183E-39,1.0987E-40,4.5926E-39,1.269E-40,4.6138E-39,1.2748E-40,4.7343E-39,1.2645E-40,5.5317E-39,1.4775E-40,6.0098E-39,1.4945E-40,6.5412E-39,1.5664E-40,6.6444E-39,1.6523E-40,7.0674E-39,1.6924E-40,7.2453E-39,1.8018E-40,7.5938E-39,1.8884E-40,8.1896E-39,2.112E-40,9.0544E-39,2.4184E-40,9.2482E-39,2.1295E-40,9.2909E-39,2.3105E-40,1.0329E-38,2.4735E-40,1.0866E-38,2.7021E-40,1.2113E-38,1.3388E-40,1.392E-41,8.34E-43,1.8284E-40,3.705E-42,1.443E-39,1.5948E-41,0.05
613,1.36E-43,1.4E-45,2.52E-43,2.8E-45,3.64E-43,2.8E-45,5.34E-43,4.2E-45,6.21E-43,4.2E-45,7.24E-43,5.6E-45,9.84E-43,7.0E-45,1.296E-42,8.4E-45,1.54E-42,8.4E-45,1.885E-42,9.8E-45,2.267E-42,1.3E-44,2.615E-42,1.4E-44,3.268E-42,1.8E-44,3.795E-42,1.7E-44,4.292E-42,2.0E-44,4.884E-42,2.24E-44,5.479E-42,2.5E-44,5.964E-42,2.8E-44,7.098E-42,2.7E-44,8.262E-42,3.1E-44,1.0316E-41,3.8E-44,1.2448E-41,4.6E-44,1.4006E-41,5.2E-44,1.891E-41,5.2E-44,2.257E-41,6.3E-44,2.4975E-41,6.9E-44,2.8755E-41,8.0E-44,3.0613E-41,8.4E-44,3.2712E-41,9.1E-44,3.9912E-41,1.11E-43,4.6463E-41,1.29E-43,5.2037E-41,9.5E-44,5.7798E-41,1.6E-43,6.3199E-41,1.75E-43,6.9552E-41,1.28E-43,7.5772E-41,1.4E-43,7.8111E-41,1.44E-43,8.9271E-41,1.64E-43,9.4169E-41,1.74E-43,1.025E-40,1.89E-43,1.0802E-40,1.99E-43,1.1405E-40,2.1E-43,1.2844E-40,2.37E-43,1.4161E-40,2.6E-43,1.5119E-40,2.79E-43,1.6036E-40,2.96E-43,1.7279E-40,3.18E-43,1.8244E-40,3.36E-43,1.9512E-40,3.59E-43,2.1062E-40,3.88E-43,2.2694E-40,4.18E-43,2.3394E-40,4.32E-43,2.4519E-40,4.51E-43,2.6541E-40,4.89E-43,2.8386E-40,5.23E-43,3.3846E-40,3.11E-43,3.36E-43,1.4E-45,3.209E-42,5.6E-45,2.7638E-41,2.5E-44,0.05
614,3.9717E-41,2.2E-43,5.6412E-41,4.68E-43,7.1874E-41,5.96E-43,9.1827E-41,6.77E-43,1.0096E-40,7.44E-43,1.1402E-40,8.41E-43,1.4394E-40,9.28E-43,1.7225E-40,1.111E-42,2.009E-40,1.48E-42,2.3473E-40,1.513E-42,2.6606E-40,1.715E-42,2.9687E-40,1.914E-42,3.4465E-40,2.222E-42,3.892E-40,2.151E-42,4.2245E-40,2.335E-42,4.5685E-40,2.525E-42,5.1071E-40,2.822E-42,5.4422E-40,3.007E-42,6.2542E-40,3.456E-42,7.3481E-40,4.061E-42,9.3535E-40,5.17E-42,1.1486E-39,5.29E-42,1.2734E-39,5.864E-42,1.6435E-39,7.568E-42,1.839E-39,6.775E-42,1.956E-39,9.008E-42,2.2417E-39,8.259E-42,2.3408E-39,8.624E-42,2.3194E-39,8.545E-42,2.7937E-39,1.0293E-41,3.0858E-39,1.1369E-41,3.3464E-39,1.2329E-41,3.5824E-39,1.3197E-41,3.7443E-39,1.3794E-41,3.9974E-39,1.4726E-41,4.2401E-39,1.5622E-41,4.1512E-39,1.5294E-41,4.6835E-39,1.7254E-41,4.8103E-39,1.7722E-41,5.0324E-39,1.854E-41,5.2405E-39,1.9307E-41,5.4122E-39,1.9939E-41,5.8314E-39,2.1483E-41,6.2889E-39,2.3169E-41,6.5913E-39,2.4283E-41,6.8766E-39,2.5334E-41,7.2073E-39,2.6553E-41,7.4778E-39,2.755E-41,7.7799E-39,2.8662E-41,8.2219E-39,3.029E-41,8.6971E-39,3.204E-41,8.9408E-39,3.2939E-41,9.1154E-39,3.3582E-41,9.6244E-39,3.5457E-41,1.0171E-38,4.684E-41,1.1308E-38,2.0829E-41,6.5913E-41,3.04E-43,3.3096E-40,6.1E-43,2.0653E-39,3.805E-42,0.05
615,8.811E-42,1.14E-43,1.3203E-41,2.31E-43,2.0619E-41,3.04E-43,3.341E-41,4.61E-43,3.4535E-41,4.46E-43,3.8822E-41,5.37E-43,6.0794E-41,7.27E-43,8.5954E-41,8.7E-43,1.0108E-40,8.38E-43,1.2254E-40,1.016E-42,1.4357E-40,1.19E-42,1.6744E-40,1.543E-42,2.1255E-40,1.761E-42,2.4767E-40,1.596E-42,2.7483E-40,2.025E-42,3.019E-40,2.224E-42,3.4472E-40,2.222E-42,3.7382E-40,2.755E-42,4.6544E-40,3.0E-42,5.1271E-40,3.306E-42,5.8165E-40,3.75E-42,6.7837E-40,4.373E-42,7.3361E-40,4.054E-42,1.0468E-39,5.785E-42,1.2831E-39,5.909E-42,1.4069E-39,6.48E-42,1.5584E-39,7.176E-42,1.6333E-39,9.026E-42,1.7958E-39,8.27E-42,2.1314E-39,9.816E-42,2.4404E-39,1.1238E-41,2.7081E-39,1.2472E-41,2.9776E-39,1.3712E-41,3.1906E-39,1.4693E-41,3.4345E-39,1.2654E-41,3.7348E-39,1.376E-41,3.8112E-39,1.4041E-41,4.2137E-39,1.5524E-41,4.3398E-39,1.5989E-41,4.6033E-39,1.6959E-41,4.7497E-39,1.7498E-41,5.0103E-39,1.846E-41,5.5445E-39,2.0427E-41,6.0851E-39,2.2418E-41,6.3601E-39,2.3431E-41,6.6968E-39,2.4671E-41,7.1625E-39,2.6388E-41,7.507E-39,2.7657E-41,7.8971E-39,2.9094E-41,8.4463E-39,3.1117E-41,9.0254E-39,3.3251E-41,9.1932E-39,3.387E-41,9.5646E-39,3.5237E-41,1.0211E-38,3.7618E-41,1.0871E-38,4.005E-41,1.2401E-38,2.2844E-41,1.9782E-41,1.64E-43,2.0374E-40,5.63E-43,1.4896E-39,2.744E-42,0.05
616,9.394E-42,8.7E-44,1.5577E-41,1.72E-43,2.1681E-41,2.4E-43,2.9517E-41,2.98E-43,3.2335E-41,3.57E-43,3.733E-41,4.12E-43,4.8896E-41,4.5E-43,6.3164E-41,5.24E-43,7.4486E-41,6.18E-43,8.9551E-41,7.43E-43,1.0339E-40,7.62E-43,1.1547E-40,8.5E-43,1.3895E-40,1.024E-42,1.5793E-40,1.163E-42,1.7445E-40,1.125E-42,1.9181E-40,1.236E-42,2.1462E-40,1.383E-42,2.3446E-40,1.512E-42,2.7119E-40,1.998E-42,3.1483E-40,2.029E-42,4.0632E-40,2.619E-42,4.9989E-40,2.762E-42,5.5934E-40,3.091E-42,7.4075E-40,3.411E-42,8.4737E-40,3.411E-42,9.038E-40,3.411E-42,1.0463E-39,3.411E-42,1.1201E-39,5.158E-42,1.1515E-39,5.303E-42,1.3806E-39,5.087E-42,1.5577E-39,5.738E-42,1.6892E-39,6.223E-42,1.8419E-39,6.786E-42,1.9737E-39,7.271E-42,2.1246E-39,7.828E-42,2.2702E-39,1.0455E-41,2.2681E-39,8.356E-42,2.597E-39,9.568E-42,2.7044E-39,9.963E-42,2.8713E-39,1.0578E-41,2.9983E-39,1.1046E-41,3.1079E-39,1.4313E-41,3.4298E-39,1.2636E-41,3.74E-39,1.3779E-41,3.9235E-39,1.4454E-41,4.1464E-39,1.5276E-41,4.382E-39,1.6144E-41,4.5758E-39,1.6858E-41,4.8403E-39,1.7833E-41,5.1674E-39,1.9038E-41,5.4963E-39,2.0249E-41,5.6555E-39,2.0836E-41,5.8732E-39,2.1637E-41,6.2297E-39,2.2952E-41,6.5716E-39,2.421E-41,7.5591E-39,1.3925E-41,1.9502E-41,1.26E-43,1.338E-40,3.7E-43,9.8462E-40,1.813E-42,0.05
617,7.7296E-41,6.4E-43,9.9391E-41,1.19E-42,1.2172E-40,1.457E-42,1.4406E-40,1.858E-42,1.5594E-40,2.011E-42,1.7368E-40,2.239E-42,2.0766E-40,2.486E-42,2.5337E-40,2.8E-42,2.8586E-40,3.16E-42,3.2311E-40,3.57E-42,3.399E-40,4.07E-42,3.7372E-40,4.131E-42,4.3828E-40,4.844E-42,4.8546E-40,5.813E-42,5.1636E-40,5.231E-42,5.5789E-40,6.166E-42,6.1059E-40,6.749E-42,6.5006E-40,6.586E-42,7.5397E-40,7.638E-42,8.7609E-40,8.876E-42,1.1009E-39,9.125E-42,1.3371E-39,1.2315E-41,1.4755E-39,1.223E-41,1.8765E-39,1.3827E-41,2.0939E-39,1.7356E-41,2.2149E-39,1.836E-41,2.4989E-39,1.8413E-41,2.5618E-39,1.8877E-41,2.536E-39,1.8686E-41,2.9823E-39,2.1974E-41,3.3616E-39,2.477E-41,3.569E-39,2.3011E-41,3.7476E-39,2.7613E-41,4.0082E-39,2.5841E-41,4.2243E-39,3.1126E-41,4.3107E-39,3.5733E-41,4.287E-39,2.7639E-41,4.8189E-39,3.5508E-41,4.8815E-39,3.5969E-41,5.0507E-39,3.7214E-41,5.3524E-39,3.9438E-41,5.4119E-39,3.9877E-41,5.9505E-39,4.3845E-41,6.3351E-39,4.6679E-41,6.5607E-39,4.834E-41,6.8257E-39,5.0294E-41,6.9847E-39,5.1465E-41,7.3139E-39,5.3891E-41,7.7152E-39,6.3954E-41,7.9827E-39,5.882E-41,8.2594E-39,6.0858E-41,8.4752E-39,7.0254E-41,8.8665E-39,6.533E-41,9.4744E-39,6.981E-41,9.8028E-39,7.223E-41,1.0928E-38,3.0197E-41,1.1183E-40,7.22E-43,4.1971E-40,1.546E-42,2.2874E-39,6.32E-42,0.05
618,1.265E-42,8.4E-45,2.15E-42,1.5E-44,3.034E-42,2.5E-44,4.385E-42,3.2E-44,4.924E-42,3.2E-44,5.69E-42,3.6E-44,8.045E-42,4.5E-44,1.0655E-41,5.9E-44,1.2669E-41,7.0E-44,1.543E-41,7.1E-44,1.8414E-41,8.5E-44,2.12E-41,9.8E-44,2.6863E-41,1.23E-43,3.1243E-41,1.15E-43,3.5152E-41,1.29E-43,3.865E-41,1.78E-43,4.3728E-41,1.61E-43,4.7463E-41,1.75E-43,5.7432E-41,2.12E-43,6.5577E-41,2.41E-43,7.8841E-41,2.9E-43,9.4005E-41,2.59E-43,1.0518E-40,2.9E-43,1.4667E-40,4.05E-43,1.7376E-40,4.8E-43,1.8965E-40,5.24E-43,2.1575E-40,5.96E-43,2.297E-40,6.35E-43,2.4863E-40,6.87E-43,2.9892E-40,5.51E-43,3.4352E-40,9.49E-43,3.819E-40,7.03E-43,4.2068E-40,7.75E-43,4.5243E-40,8.34E-43,4.938E-40,9.1E-43,5.3747E-40,9.91E-43,5.4999E-40,1.013E-42,6.1994E-40,1.142E-42,6.4618E-40,1.19E-42,6.8921E-40,1.27E-42,7.1574E-40,1.319E-42,7.5362E-40,1.389E-42,8.5419E-40,1.574E-42,9.3746E-40,1.726E-42,9.8617E-40,1.816E-42,1.0422E-39,1.92E-42,1.1147E-39,2.053E-42,1.1726E-39,2.16E-42,1.2449E-39,2.294E-42,1.3352E-39,2.294E-42,1.4241E-39,2.294E-42,1.4667E-39,2.294E-42,1.5288E-39,2.817E-42,1.6457E-39,3.031E-42,1.7569E-39,3.237E-42,2.0434E-39,1.882E-42,2.803E-42,9.8E-45,2.5916E-41,2.4E-44,2.0737E-40,1.9E-43,0.05
619,1.0374E-41,1.15E-43,1.5022E-41,2.35E-43,1.9192E-41,3.0E-43,2.3962E-41,3.31E-43,2.5278E-41,4.19E-43,2.9318E-41,4.32E-43,3.6002E-41,4.97E-43,4.4743E-41,5.77E-43,5.2473E-41,7.74E-43,5.975E-41,7.71E-43,6.7973E-41,8.76E-43,7.4394E-41,8.91E-43,8.7566E-41,1.13E-42,9.6723E-41,1.247E-42,1.0537E-40,1.261E-42,1.1543E-40,1.382E-42,1.2774E-40,1.413E-42,1.3713E-40,1.642E-42,1.5949E-40,1.763E-42,1.8312E-40,1.855E-42,2.3288E-40,2.36E-42,2.8362E-40,2.612E-42,3.156E-40,2.906E-42,4.1375E-40,3.429E-42,4.5955E-40,3.809E-42,4.8032E-40,3.981E-42,5.5454E-40,4.086E-42,5.8984E-40,4.345E-42,5.8659E-40,4.863E-42,6.9172E-40,5.097E-42,7.7399E-40,6.415E-42,8.4011E-40,6.19E-42,9.0019E-40,6.632E-42,9.4348E-40,6.952E-42,9.9709E-40,7.347E-42,1.0489E-39,7.728E-42,1.0166E-39,7.49E-42,1.1607E-39,9.621E-42,1.2154E-39,8.956E-42,1.2692E-39,9.352E-42,1.3108E-39,1.0866E-41,1.3364E-39,1.1077E-41,1.4626E-39,1.0777E-41,1.5716E-39,1.158E-41,1.6305E-39,1.2015E-41,1.7169E-39,1.4232E-41,1.8077E-39,1.332E-41,1.8704E-39,1.3782E-41,1.9858E-39,1.4632E-41,2.0967E-39,1.545E-41,2.1654E-39,1.5955E-41,2.2138E-39,1.6311E-41,2.3181E-39,1.9216E-41,2.4657E-39,1.8168E-41,2.5511E-39,2.1147E-41,2.8284E-39,1.042E-41,1.7153E-41,1.58E-43,8.3624E-41,3.08E-43,5.161E-40,1.427E-42,0.05
620,9.4597E-41,3.049E-42,1.2008E-40,5.972E-42,1.4787E-40,7.354E-42,1.704E-40,9.26E-42,2.0696E-40,9.34E-42,2.2196E-40,1.0222E-41,2.9287E-40,1.1599E-41,3.5276E-40,1.4621E-41,3.8858E-40,1.5389E-41,4.245E-40,1.7595E-41,4.91E-40,1.8542E-41,5.5345E-40,2.1409E-41,6.4786E-40,2.5061E-41,7.1167E-40,2.4908E-41,8.1111E-40,2.6894E-41,8.5405E-40,3.2251E-41,9.5473E-40,3.6053E-41,1.0742E-39,3.7595E-41,1.1975E-39,3.9706E-41,1.3412E-39,4.1998E-41,1.6853E-39,5.1223E-41,1.9801E-39,5.8358E-41,2.1751E-39,6.611E-41,2.671E-39,7.1343E-41,3.1469E-39,7.5358E-41,3.58E-39,7.9134E-41,3.8715E-39,8.9145E-41,3.929E-39,1.0494E-40,3.9181E-39,1.0826E-40,4.4084E-39,1.1775E-40,4.9509E-39,1.2768E-40,5.4036E-39,1.3935E-40,5.9742E-39,1.4306E-40,6.2213E-39,1.5471E-40,6.5145E-39,1.56E-40,6.8846E-39,1.8389E-40,6.9355E-39,1.7886E-40,7.6047E-39,1.8911E-40,8.1411E-39,1.8745E-40,8.2848E-39,2.2129E-40,8.4699E-39,2.2623E-40,8.6274E-39,2.3044E-40,9.7337E-39,2.3309E-40,1.0258E-38,2.4566E-40,1.0363E-38,2.4816E-40,1.0488E-38,2.8013E-40,1.1043E-38,2.9495E-40,1.2379E-38,3.4204E-40,1.2311E-38,2.948E-40,1.3724E-38,3.4129E-40,1.4018E-38,3.486E-40,1.3399E-38,3.3321E-40,1.4344E-38,3.8314E-40,1.6409E-38,4.2317E-40,1.7373E-38,3.8403E-40,1.9014E-38,1.9264E-40,1.38E-40,3.304E-42,6.2789E-40,8.097E-42,3.4824E-39,3.2074E-41,0.05
621,8.144E-42,5.48E-43,1.1903E-41,1.173E-42,2.4416E-41,1.732E-42,4.3618E-41,2.531E-42,4.4022E-41,2.717E-42,4.6394E-41,2.992E-42,8.6153E-41,3.967E-42,1.2025E-40,5.095E-42,1.235E-40,5.801E-42,1.7301E-40,6.852E-42,2.1821E-40,7.837E-42,2.5332E-40,8.4E-42,3.4015E-40,9.712E-42,3.989E-40,1.1023E-41,4.513E-40,1.1639E-41,4.9896E-40,1.2868E-41,5.6295E-40,1.5036E-41,6.2068E-40,1.6007E-41,7.1724E-40,1.7836E-41,8.0254E-40,1.9957E-41,8.4815E-40,2.1091E-41,9.6665E-40,2.4929E-41,1.1284E-39,2.4943E-41,1.6892E-39,3.4227E-41,1.9956E-39,4.2274E-41,2.0877E-39,4.038E-41,2.3295E-39,4.5057E-41,2.4847E-39,4.8058E-41,2.7547E-39,4.8206E-41,3.3548E-39,5.2528E-41,3.8803E-39,6.7904E-41,4.3298E-39,6.7795E-41,4.7738E-39,7.9144E-41,5.0219E-39,7.4005E-41,5.2586E-39,8.2336E-41,5.542E-39,9.1879E-41,5.9989E-39,8.8402E-41,6.6262E-39,9.7648E-41,6.6691E-39,9.828E-41,7.0545E-39,1.1046E-40,6.9577E-39,1.1535E-40,7.5382E-39,1.1803E-40,8.6153E-39,1.2696E-40,9.013E-39,1.4112E-40,9.4377E-39,1.3908E-40,9.8826E-39,1.5474E-40,1.0846E-38,1.6982E-40,1.1399E-38,1.6798E-40,1.2147E-38,1.6782E-40,1.2614E-38,1.9751E-40,1.3393E-38,2.097E-40,1.3517E-38,1.9919E-40,1.3972E-38,2.3164E-40,1.5562E-38,2.2933E-40,1.6629E-38,2.4505E-40,1.8385E-38,1.1853E-40,2.3166E-41,8.53E-43,3.1628E-40,3.205E-42,2.3018E-39,1.484E-41,0.05
622,1.6524E-41,3.2E-43,2.3383E-41,6.03E-43,3.3582E-41,8.97E-43,5.0876E-41,1.171E-42,5.1678E-41,1.142E-42,5.6821E-41,1.309E-42,8.923E-41,1.89E-42,1.2272E-40,2.26E-42,1.3948E-40,2.441E-42,1.7002E-40,2.82E-42,2.0329E-40,2.996E-42,2.3384E-40,3.446E-42,2.9384E-40,4.33E-42,3.4523E-40,4.77E-42,3.6958E-40,5.106E-42,4.1544E-40,6.122E-42,4.6872E-40,5.612E-42,5.1631E-40,6.658E-42,6.2764E-40,7.515E-42,6.7439E-40,8.696E-42,7.665E-40,8.472E-42,8.7925E-40,1.0528E-41,9.5173E-40,1.1395E-41,1.3999E-39,1.4184E-41,1.6646E-39,1.4184E-41,1.8085E-39,1.6657E-41,2.018E-39,1.6727E-41,2.0631E-39,1.7101E-41,2.2558E-39,2.0777E-41,2.7196E-39,2.5048E-41,3.1719E-39,2.6293E-41,3.4875E-39,3.212E-41,3.7784E-39,3.132E-41,4.0078E-39,3.3222E-41,4.2826E-39,3.1556E-41,4.6571E-39,3.4315E-41,4.8008E-39,3.5373E-41,5.2834E-39,4.3796E-41,5.4414E-39,4.0094E-41,5.74E-39,4.2294E-41,5.9062E-39,4.8959E-41,6.0382E-39,5.0053E-41,6.7129E-39,5.5646E-41,7.4699E-39,5.504E-41,7.6933E-39,6.3772E-41,8.1379E-39,6.7457E-41,8.5529E-39,6.302E-41,8.9807E-39,6.6172E-41,9.4126E-39,6.9354E-41,1.0132E-38,7.4658E-41,1.0777E-38,7.941E-41,1.0807E-38,7.963E-41,1.1327E-38,7.3027E-41,1.2081E-38,8.9017E-41,1.2922E-38,1.0711E-40,1.4418E-38,5.3119E-41,3.1718E-41,4.09E-43,2.7984E-40,1.289E-42,1.9148E-39,7.054E-42,0.05
