galaxy_id,J0378,error_J0378,J0395,error_J0395,J0410,error_J0410,J0430,error_J0430,J0515,error_J0515,J0660,error_J0660,J0861,error_J0861,uJAVA,error_uJAVA,gSDSS,error_gSDSS,rSDSS,error_rSDSS,iSDSS,error_iSDSS,zSDSS,error_zSDSS,redshift
33,4.57E-43,5.6E-45,8.62E-43,9.8E-45,1.216E-42,9.8E-45,2.138E-42,1.4E-44,1.0958E-41,5.0E-44,1.0436E-40,2.89E-43,5.8904E-40,5.42E-43,1.99E-43,1.4E-45,6.4E-42,1.1E-44,7.2401E-41,6.7E-44,2.9795E-40,2.75E-43,7.1738E-40,6.61E-43,0.05
34,4.16E-43,2.6E-43,2.18E-42,8.63E-43,3.523E-42,7.4E-43,8.632E-42,1.249E-42,9.5517E-41,5.014E-42,9.4728E-40,3.8389E-41,5.578E-39,8.22E-41,1.96E-43,8.381E-42,4.8404E-41,1.382E-42,6.4995E-40,8.381E-42,2.8607E-39,2.6349E-41,6.7434E-39,4.9687E-41,0.05
35,4.6686E-41,4.3E-43,6.9436E-41,7.03E-43,8.6533E-41,5.58E-43,1.2473E-40,8.04E-43,4.1227E-40,1.899E-42,2.5989E-39,9.575E-42,8.6215E-39,1.5881E-41,3.0005E-41,1.93E-43,2.6399E-40,4.86E-43,1.9036E-39,3.506E-42,5.2382E-39,4.825E-42,9.8624E-39,9.083E-42,0.05
36,1.1388E-41,5.2E-44,1.6116E-41,9.0E-44,1.9592E-41,7.3E-44,2.8111E-41,7.7E-44,8.9058E-41,2.47E-43,5.411E-40,9.96E-43,1.7048E-39,1.571E-42,8.205E-42,2.24E-44,5.7501E-41,1.571E-42,3.9598E-40,3.64E-43,1.0589E-39,9.75E-43,1.9394E-39,1.787E-42,0.05
37,1.7055E-41,1.022E-42,2.8044E-41,1.575E-42,3.2052E-41,1.328E-42,4.4E-41,1.328E-42,1.3825E-40,4.456E-42,9.1087E-40,2.1813E-41,2.5203E-39,4.1783E-41,1.1104E-41,4.5E-43,8.6588E-41,1.197E-42,6.4722E-40,5.961E-42,1.6302E-39,1.3514E-41,2.8937E-39,2.1322E-41,0.05
38,4.5116E-41,9.14E-43,6.9748E-41,1.541E-42,8.5022E-41,1.331E-42,1.2904E-40,1.782E-42,4.2261E-40,5.06E-42,2.7538E-39,2.2827E-41,9.575E-39,4.4095E-41,2.9808E-41,3.84E-43,2.7085E-40,1.247E-42,2.0042E-39,5.538E-42,5.7113E-39,1.5781E-41,1.0963E-38,2.0196E-41,0.05
39,4.8697E-41,2.152E-42,6.1475E-41,3.285E-42,8.0371E-41,2.961E-42,1.0566E-40,4.088E-42,2.8177E-40,9.342E-42,1.7342E-39,4.3126E-41,4.3441E-39,6.4017E-41,3.5506E-41,9.81E-43,1.9404E-40,2.323E-42,1.2691E-39,1.052E-41,2.8994E-39,2.1363E-41,4.9012E-39,3.6113E-41,0.05
40,2.0079E-41,1.85E-43,2.8441E-41,2.89E-43,3.6037E-41,2.33E-43,5.1802E-41,2.86E-43,1.5774E-40,8.72E-43,1.0241E-39,4.717E-42,3.0899E-39,8.538E-42,1.2881E-41,7.1E-44,1.0336E-40,1.9E-43,7.5292E-40,1.387E-42,1.946E-39,1.792E-42,3.4926E-39,3.217E-42,0.05
41,8.81E-43,3.6E-44,1.328E-42,6.6E-44,2.26E-42,6.4E-44,3.649E-42,8.4E-44,1.6254E-41,2.4E-43,1.5522E-40,1.43E-42,7.7012E-40,2.838E-42,4.01E-43,1.3E-44,9.822E-42,6.3E-44,1.0709E-40,3.95E-43,4.0566E-40,1.121E-42,9.2589E-40,1.705E-42,0.05
42,2.2844E-41,5.89E-43,4.4134E-41,1.097E-42,5.3011E-41,9.28E-43,8.4561E-41,1.246E-42,3.4544E-40,3.819E-42,2.2635E-39,2.0847E-41,8.0384E-39,2.9615E-41,1.4708E-41,2.44E-43,2.0911E-40,9.63E-43,1.6473E-39,4.551E-42,4.7772E-39,8.8E-42,9.2634E-39,1.7064E-41,0.05
43,1.77E-42,1.12E-43,3.161E-42,1.81E-43,4.277E-42,1.74E-43,6.384E-42,2.35E-43,2.8858E-41,6.91E-43,2.0906E-40,3.851E-42,8.8363E-40,8.139E-42,8.8E-43,4.3E-44,1.7118E-41,1.89E-43,1.502E-40,9.68E-43,4.919E-40,2.719E-42,1.0459E-39,4.816E-42,0.05
44,4.016E-42,4.67E-43,9.52E-42,8.24E-43,1.2643E-41,7.57E-43,2.1569E-41,1.052E-42,1.2783E-40,3.65E-42,1.0662E-39,1.9639E-41,5.047E-39,4.6484E-41,2.346E-42,1.81E-43,7.2349E-41,8.66E-43,7.2683E-40,4.686E-42,2.7557E-39,8.66E-43,6.1071E-39,2.2499E-41,0.05
45,4.8E-44,7.3E-44,3.8E-43,7.3E-44,6.35E-43,2.12E-43,1.663E-42,3.6E-43,2.314E-41,1.428E-42,2.6544E-40,1.0023E-41,1.9354E-39,2.6738E-41,2.1E-44,7.665E-42,1.1355E-41,3.66E-43,1.8062E-40,7.665E-42,9.2462E-40,7.665E-42,2.4075E-39,1.5522E-41,0.05
46,1.8508E-41,7.85E-43,2.7963E-41,1.442E-42,3.7825E-41,1.149E-42,5.4424E-41,1.554E-42,1.7578E-40,3.886E-42,1.1465E-39,1.9007E-41,4.0381E-39,3.3473E-41,9.624E-42,2.93E-43,1.1142E-40,1.026E-42,8.3672E-40,4.624E-42,2.3976E-39,1.1041E-41,4.6879E-39,2.1588E-41,0.05
47,1.347E-41,3.1E-43,1.8993E-41,4.9E-43,2.5502E-41,4.46E-43,3.968E-41,6.21E-43,1.3784E-40,1.651E-42,9.995E-40,1.651E-42,3.8635E-39,1.651E-42,6.795E-42,1.25E-43,8.7455E-41,4.02E-43,7.3078E-40,2.019E-42,2.2376E-39,6.183E-42,4.5059E-39,8.3E-42,0.05
48,2.731E-41,1.66E-42,3.5837E-41,2.277E-42,4.9286E-41,2.277E-42,6.6855E-41,2.77E-42,1.9639E-40,6.873E-42,1.3327E-39,3.3141E-41,3.7216E-39,5.8272E-41,1.7928E-41,6.28E-43,1.3168E-40,1.819E-42,9.6013E-40,7.96E-42,2.383E-39,1.7558E-41,4.2455E-39,3.1283E-41,0.05
49,6.61E-43,8.4E-45,1.288E-42,1.7E-44,1.848E-42,1.5E-44,3.578E-42,2.24E-44,1.9751E-41,7.3E-44,1.845E-40,5.1E-43,9.0367E-40,8.32E-43,3.38E-43,2.8E-45,1.1492E-41,2.1E-44,1.2718E-40,1.18E-43,4.8129E-40,4.43E-43,1.0735E-39,9.9E-43,0.05
50,1.359E-42,4.6E-44,2.671E-42,7.8E-44,4.387E-42,7.3E-44,7.688E-42,1.2E-43,4.718E-41,4.34E-43,4.8458E-40,2.678E-42,2.8351E-39,5.223E-42,5.93E-43,1.5E-44,2.6801E-41,9.8E-44,3.334E-40,6.14E-43,1.4131E-39,1.302E-42,3.4528E-39,3.18E-42,0.05
51,2.503E-42,1.0E-43,4.386E-42,1.65E-43,6.576E-42,1.51E-43,1.0627E-41,2.06E-43,4.2192E-41,6.22E-43,3.7603E-40,3.464E-42,1.6612E-39,7.65E-42,1.25E-42,3.1E-44,2.547E-41,1.64E-43,2.6353E-40,9.71E-43,9.037E-40,2.497E-42,1.959E-39,3.608E-42,0.05
52,2.5274E-41,1.024E-42,3.6938E-41,1.735E-42,4.9099E-41,1.401E-42,7.1363E-41,1.774E-42,2.5042E-40,5.305E-42,1.5455E-39,2.7046E-41,4.9326E-39,4.5431E-41,1.6713E-41,4.16E-43,1.5917E-40,1.32E-42,1.1289E-39,6.239E-42,3.0191E-39,1.3904E-41,5.6063E-39,2.5818E-41,0.05
53,3.816E-42,1.26E-43,6.397E-42,2.35E-43,8.806E-42,2.03E-43,1.4414E-41,3.05E-43,5.8608E-41,8.63E-43,5.3996E-40,5.47E-42,2.3462E-39,1.0804E-41,1.588E-42,4.2E-44,3.574E-41,2.3E-43,3.7321E-40,1.031E-42,1.2751E-39,3.523E-42,2.7743E-39,5.11E-42,0.05
54,1.49E-42,1.58E-43,2.004E-42,3.01E-43,3.482E-42,2.59E-43,4.892E-42,4.05E-43,2.385E-41,1.099E-42,2.284E-40,6.522E-42,1.0392E-39,1.4358E-41,6.68E-43,5.7E-44,1.3954E-41,3.21E-43,1.5188E-40,1.679E-42,5.4942E-40,4.554E-42,1.2311E-39,9.07E-42,0.05
55,3.255E-42,4.05E-43,5.615E-42,8.17E-43,7.483E-42,6.96E-43,1.3272E-41,9.16E-43,6.0493E-41,3.009E-42,5.4866E-40,1.7687E-41,2.5475E-39,3.7541E-41,1.331E-42,1.68E-43,3.7541E-41,7.61E-43,3.9528E-40,4.369E-42,1.3974E-39,1.1583E-41,3.029E-39,2.2318E-41,0.05
56,3.5E-43,1.1E-44,1.124E-42,2.7E-44,1.913E-42,2.7E-44,5.127E-42,5.2E-44,4.2846E-41,1.98E-43,4.7328E-40,1.307E-42,2.7766E-39,2.557E-42,1.47E-43,4.2E-45,2.3482E-41,4.3E-44,3.191E-40,2.94E-43,1.4006E-39,1.29E-42,3.3413E-39,3.077E-42,0.05
57,3.1795E-41,1.46E-43,4.516E-41,2.07E-43,5.5867E-41,2.06E-43,8.1952E-41,3.01E-43,2.647E-40,7.31E-43,1.6794E-39,3.094E-42,5.0811E-39,4.68E-42,2.2613E-41,6.3E-44,1.7043E-40,1.57E-43,1.2222E-39,1.125E-42,3.1912E-39,2.939E-42,5.7432E-39,5.29E-42,0.05
58,3.7223E-41,3.08E-43,5.3853E-41,4.96E-43,6.5647E-41,4.23E-43,9.1456E-41,5.06E-43,2.6303E-40,1.211E-42,1.582E-39,5.828E-42,4.7601E-39,8.768E-42,2.4548E-41,1.14E-43,1.7378E-40,3.2E-43,1.1739E-39,1.082E-42,3.0062E-39,2.769E-42,5.4152E-39,4.987E-42,0.05
59,9.58E-43,7.0E-45,1.576E-42,1.1E-44,2.112E-42,1.1E-44,3.376E-42,1.5E-44,1.335E-41,3.6E-44,1.0703E-40,1.98E-43,4.1908E-40,3.85E-43,5.06E-43,2.8E-45,8.164E-42,1.5E-44,7.5908E-41,7.0E-44,2.3982E-40,2.21E-43,4.883E-40,4.5E-43,0.05
60,3.9292E-41,3.62E-43,5.7425E-41,5.28E-43,7.026E-41,4.53E-43,9.9246E-41,6.4E-43,3.0501E-40,1.404E-42,1.8548E-39,6.834E-42,5.8818E-39,1.0835E-41,2.5605E-41,1.42E-43,1.9893E-40,3.67E-43,1.3763E-39,2.535E-42,3.6367E-39,3.349E-42,6.6974E-39,6.169E-42,0.05
61,5.91E-43,2.1E-44,1.282E-42,4.3E-44,1.911E-42,4.1E-44,3.877E-42,6.4E-44,2.6754E-41,2.47E-43,2.7938E-40,1.544E-42,1.7644E-39,3.25E-42,2.51E-43,3.55E-43,1.4812E-41,5.5E-44,1.9222E-40,3.55E-43,8.6655E-40,7.99E-43,2.1647E-39,1.994E-42,0.05
62,4.268E-42,2.91E-43,7.13E-42,5.38E-43,1.1062E-41,4.99E-43,1.858E-41,6.84E-43,8.603E-41,2.14E-42,6.5441E-40,1.1451E-41,2.5554E-39,2.1182E-41,2.343E-42,1.15E-43,5.1934E-41,5.75E-43,4.582E-40,2.532E-42,1.457E-39,8.052E-42,2.9529E-39,1.0878E-41,0.05
63,1.4548E-41,5.3E-44,2.0456E-41,9.4E-44,2.5682E-41,9.5E-44,3.6951E-41,1.02E-43,1.1118E-40,3.07E-43,7.1257E-40,1.313E-42,2.0608E-39,1.897E-42,9.376E-42,2.5E-44,7.2649E-41,6.7E-44,5.2243E-40,4.8E-43,1.3147E-39,1.211E-42,2.325E-39,2.141E-42,0.05
64,1.537E-41,4.1E-43,2.3849E-41,7.9E-43,3.4123E-41,7.23E-43,5.4784E-41,9.58E-43,2.1274E-40,2.744E-42,1.5902E-39,1.3182E-41,6.3834E-39,2.9396E-41,8.163E-42,1.65E-43,1.295E-40,7.16E-43,1.131E-39,3.125E-42,3.6262E-39,1.0019E-41,7.5415E-39,1.3892E-41,0.05
65,1.0708E-40,7.89E-43,1.4713E-40,1.219E-42,1.7754E-40,9.81E-43,2.4803E-40,1.37E-42,6.939E-40,3.195E-42,4.1581E-39,1.5319E-41,1.0967E-38,3.0303E-41,7.7286E-41,3.56E-43,4.6569E-40,8.58E-43,3.0739E-39,2.83E-42,7.226E-39,6.655E-42,1.2204E-38,1.124E-41,0.05
66,7.634E-42,5.91E-43,9.22E-42,8.41E-43,1.281E-41,7.9E-43,2.1458E-41,1.146E-42,8.4798E-41,2.968E-42,5.7596E-40,1.5915E-41,2.0342E-39,2.8103E-41,4.907E-42,2.3E-43,4.9749E-41,7.33E-43,4.1304E-40,3.805E-42,1.2246E-39,1.0151E-41,2.368E-39,1.7449E-41,0.05
67,3.0232E-41,1.253E-42,4.4881E-41,2.067E-42,5.3268E-41,1.962E-42,8.273E-41,2.514E-42,2.8898E-40,6.653E-42,2.0066E-39,3.1419E-41,6.9833E-39,6.432E-41,1.8082E-41,5.5E-43,1.8572E-40,1.882E-42,1.4971E-39,8.273E-42,4.2234E-39,2.334E-41,8.0032E-39,3.6856E-41,0.05
68,8.0485E-41,5.04E-42,1.1634E-40,7.501E-42,1.4932E-40,6.739E-42,2.0745E-40,9.362E-42,6.4109E-40,2.1848E-41,4.2906E-39,1.146E-40,1.2721E-38,1.9918E-40,5.6509E-41,2.082E-42,4.2473E-40,6.26E-42,2.9766E-39,2.7415E-41,7.8364E-39,6.4959E-41,1.4392E-38,1.0604E-40,0.05
69,5.284E-42,6.9E-44,1.3396E-41,1.49E-43,2.0018E-41,1.47E-43,4.3995E-41,2.44E-43,2.4946E-40,6.9E-43,1.9652E-39,3.62E-42,7.6737E-39,7.068E-42,3.286E-42,3.1E-44,1.4488E-40,2.66E-43,1.3646E-39,1.257E-42,4.4525E-39,4.102E-42,8.835E-39,8.137E-42,0.05
70,1.2258E-40,1.467E-42,1.6905E-40,2.18E-42,1.9716E-40,1.997E-42,2.6353E-40,2.427E-42,6.5106E-40,5.396E-42,3.5451E-39,2.6122E-41,9.0787E-39,4.1809E-41,9.2731E-41,6.84E-43,4.5043E-40,1.659E-42,2.6867E-39,7.424E-42,6.0761E-39,1.6789E-41,1.0158E-38,1.8713E-41,0.05
71,1.857E-42,1.8E-44,3.287E-42,3.1E-44,4.571E-42,2.9E-44,7.476E-42,4.1E-44,3.2966E-41,1.22E-43,2.9138E-40,8.06E-43,1.4712E-39,1.355E-42,8.38E-43,7.0E-45,1.9627E-41,3.6E-44,2.0496E-40,1.89E-43,7.7208E-40,7.1E-43,1.7736E-39,1.634E-42,0.05
72,1.338E-42,4.2E-44,3.48E-42,8.7E-44,5.325E-42,9.2E-44,1.2053E-41,1.56E-43,7.4937E-41,5.52E-43,6.39E-40,2.943E-42,2.7714E-39,7.658E-42,7.52E-43,1.7E-44,4.2649E-41,1.18E-43,4.3722E-40,8.06E-43,1.5485E-39,1.427E-42,3.2292E-39,2.974E-42,0.05
73,6.774E-42,5.37E-43,1.0434E-41,9.61E-43,1.1294E-41,7.7E-43,2.1284E-41,1.215E-42,8.727E-41,3.215E-42,5.9328E-40,1.6939E-41,2.1324E-39,2.946E-41,4.208E-42,2.24E-43,5.3761E-41,8.91E-43,4.2195E-40,3.886E-42,1.2407E-39,1.0284E-41,2.4036E-39,1.7711E-41,0.05
74,9.759E-42,7.64E-43,1.2514E-41,1.14E-42,1.7757E-41,1.145E-42,2.8142E-41,1.58E-42,1.0398E-40,4.31E-42,8.1614E-40,2.3302E-41,2.9065E-39,4.283E-41,4.473E-42,2.84E-43,6.5128E-41,1.139E-42,5.6619E-40,5.214E-42,1.6926E-39,1.4031E-41,3.3804E-39,2.4908E-41,0.05
