galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS
78,-999.0,-999.0,6.74217768E-27,4.96782043E-29,7.55787758E-27,6.26495562E-29,9.23846947E-27,6.80715545E-29,1.01671737E-26,7.4914498E-29,1.09345327E-26,7.04975341E-29,1.10357011E-26,9.1478302E-29,1.18686126E-26,8.74511704E-29,1.30858019E-26,9.64197447E-29,1.38420083E-26,1.01991689E-28,1.42955216E-26,9.21666293E-29,1.49004593E-26,9.6066806E-29,1.51077633E-26,9.74033412E-29,1.53744646E-26,1.13283247E-28,1.53602912E-26,1.13178802E-28,1.56747263E-26,1.15495647E-28,1.72186888E-26,1.26871983E-28,1.80800757E-26,1.33218909E-28,1.8552403E-26,1.36699161E-28,1.90897344E-26,1.2307606E-28,1.97332862E-26,1.45400212E-28,2.04738802E-26,1.50857118E-28,2.02301792E-26,1.49061477E-28,2.1086252E-26,1.55369234E-28,2.13009824E-26,1.37332515E-28,2.0758679E-26,1.52955599E-28,2.11446308E-26,1.55799379E-28,2.19583855E-26,1.61795364E-28,2.59896049E-26,1.914985E-28,2.87872323E-26,2.1211215E-28,2.41880161E-26,1.78223872E-28,2.39221592E-26,1.76264984E-28,2.41657185E-26,1.78059578E-28,2.45923212E-26,1.81202912E-28,2.39221592E-26,1.76264984E-28,2.39221592E-26,1.98298092E-28,2.51188427E-26,2.08217751E-28,2.6085547E-26,2.16231064E-28,2.6865826E-26,2.22699035E-28,2.67423354E-26,2.46306001E-28,2.57750532E-26,2.13657275E-28,2.66194765E-26,2.20656972E-28,2.63511867E-26,1.94162724E-28,2.70893972E-26,2.24552285E-28,2.7516929E-26,2.28096237E-28,2.79254449E-26,2.31482527E-28,2.78997607E-26,2.56966288E-28,2.74157237E-26,2.02006507E-28,2.68163743E-26,2.46987901E-28,2.76949096E-26,2.29571596E-28,2.87606946E-26,2.64895751E-28,3.02551761E-26,2.78660468E-28,2.66686231E-26,2.45627063E-28,5.58213577E-27,9.76853936E-29,-999.0,-999.0,-999.0,-999.0,1.49142074E-26,2.74729844E-29,2.24698262E-26,6.20864143E-29
79,-999.0,-999.0,1.49004587E-27,2.47028893E-29,1.72981596E-27,2.7084729E-29,2.1281393E-27,3.332151E-29,2.35722077E-27,3.47372882E-29,2.56094121E-27,3.77394248E-29,2.45697046E-27,3.62072512E-29,2.59896042E-27,3.82996959E-29,2.81319374E-27,4.14567555E-29,2.91877379E-27,4.3012636E-29,2.99226343E-27,4.13396379E-29,2.99502444E-27,4.13777863E-29,2.97029319E-27,4.6507597E-29,3.11601733E-27,4.87892884E-29,3.05914115E-27,5.07163137E-29,3.05070211E-27,5.05764069E-29,3.16227759E-27,5.24261724E-29,3.23891689E-27,5.36967444E-29,3.30217252E-27,5.77868479E-29,3.36046695E-27,5.88069769E-29,3.41350283E-27,5.65911343E-29,3.48337171E-27,5.77494668E-29,3.52533349E-27,5.84451307E-29,3.55467079E-27,6.22054789E-29,3.56780063E-27,6.24352483E-29,3.51884426E-27,6.80604804E-29,3.53508563E-27,6.51186706E-29,3.59749115E-27,6.29548161E-29,3.79139686E-27,6.98401059E-29,3.90121493E-27,7.18630245E-29,3.78094599E-27,6.96475912E-29,3.71876966E-27,6.85022647E-29,3.72906491E-27,6.86919146E-29,3.73250577E-27,7.21930566E-29,3.69828046E-27,6.47186008E-29,3.68468647E-27,7.12681529E-29,3.76356717E-27,7.97265784E-29,3.85123396E-27,7.80365749E-29,3.86188744E-27,7.82524475E-29,3.844145E-27,7.78929366E-29,3.79139686E-27,8.03161236E-29,3.84060976E-27,8.4895967E-29,3.80189318E-27,8.40401499E-29,3.82648422E-27,8.45837256E-29,3.88686636E-27,8.94983978E-29,3.88686636E-27,8.94983978E-29,3.87257057E-27,8.56024582E-29,3.80189318E-27,9.45451709E-29,3.70851909E-27,9.56388162E-29,3.86188744E-27,8.89232429E-29,3.96277651E-27,9.48961475E-29,3.96643308E-27,9.49837172E-29,3.95549071E-27,9.47216884E-29,1.69511957E-27,6.71343007E-29,-999.0,-999.0,-999.0,-999.0,2.97029319E-27,1.64144451E-29,3.6174303E-27,2.33224323E-29
80,-999.0,-999.0,1.08742627E-27,2.10326867E-29,1.14182618E-27,2.41881965E-29,1.53038303E-27,2.67811603E-29,1.76197726E-27,3.24568156E-29,1.80967176E-27,3.16686138E-29,1.90721761E-27,3.33756317E-29,2.18373531E-27,3.62032971E-29,2.46376726E-27,3.85766296E-29,2.60855463E-27,4.08436507E-29,2.6375445E-27,3.88682966E-29,2.75169302E-27,4.30848494E-29,2.86286231E-27,4.48254928E-29,2.91877379E-27,5.10775038E-29,2.89734282E-27,4.80339206E-29,2.89467194E-27,5.33218201E-29,3.24190555E-27,5.3746289E-29,3.33887073E-27,5.53538386E-29,3.48016812E-27,5.76963533E-29,3.60412521E-27,5.97513927E-29,3.83001484E-27,6.34963274E-29,3.98840794E-27,6.97957192E-29,3.95913188E-27,6.56369022E-29,4.11907304E-27,7.20823157E-29,4.1686927E-27,6.91111294E-29,4.0476195E-27,7.45598982E-29,4.12287367E-27,7.21488204E-29,4.28153409E-27,7.09818935E-29,4.66874269E-27,8.17013367E-29,4.86183257E-27,8.06024311E-29,4.48744836E-27,7.85287523E-29,4.53314605E-27,8.35036279E-29,4.60892831E-27,8.48995841E-29,4.67735237E-27,8.18520046E-29,4.53314605E-27,8.35036279E-29,4.52897718E-27,8.34268315E-29,4.78629336E-27,8.81667738E-29,4.95221416E-27,9.12231464E-29,5.1380714E-27,1.04111451E-28,5.12389733E-27,9.43856678E-29,4.95678362E-27,1.00438059E-28,5.04893012E-27,9.30047158E-29,5.00264502E-27,1.01367326E-28,5.0675685E-27,1.02682857E-28,5.25775562E-27,1.06536582E-28,5.32599016E-27,1.07919196E-28,5.23358867E-27,1.01226565E-28,5.10034629E-27,1.12742206E-28,3.25986639E-27,9.00734264E-29,1.00184179E-28,6.45911238E-30,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.7669381E-27,1.5290665E-29,4.26578692E-27,2.35736082E-29
81,-999.0,-999.0,3.11889255E-27,3.44712722E-29,3.41035624E-27,4.08337021E-29,3.80890433E-27,4.20975665E-29,4.00313129E-27,4.79312595E-29,4.21891017E-27,4.66291202E-29,4.1956561E-27,5.02364472E-29,4.3132037E-27,5.16438897E-29,4.56667649E-27,5.88848988E-29,4.75116094E-27,5.68877516E-29,4.82169619E-27,5.77323019E-29,4.97508188E-27,5.95688567E-29,5.03037147E-27,6.0230865E-29,5.02111237E-27,6.47446129E-29,4.97966174E-27,5.96236915E-29,4.98884419E-27,6.89234234E-29,5.22396672E-27,6.73603086E-29,5.36043927E-27,6.91200488E-29,5.51569234E-27,7.11219627E-29,5.61306196E-27,7.23775006E-29,5.67021047E-27,7.31143975E-29,5.82908274E-27,6.97941845E-29,5.79162225E-27,8.0014204E-29,5.86678513E-27,8.10526293E-29,5.92106592E-27,8.72560436E-29,5.76501398E-27,8.4956381E-29,5.89928828E-27,8.69351295E-29,6.01450088E-27,8.30933928E-29,8.41781762E-27,1.00790252E-28,1.00832185E-26,1.11443852E-28,6.90557743E-27,9.54040754E-29,6.49231909E-27,9.56743496E-29,6.29215603E-27,9.85199232E-29,6.37969648E-27,9.40146795E-29,6.24597031E-27,9.77967666E-29,6.25171998E-27,9.78867917E-29,6.50429144E-27,1.01841454E-28,6.64966371E-27,1.04117627E-28,6.74217768E-27,1.17985718E-28,6.64966371E-27,1.04117627E-28,6.39146122E-27,1.11848297E-28,6.56447059E-27,1.08829799E-28,6.53431206E-27,1.14348142E-28,6.57051261E-27,1.02878315E-28,6.6803692E-27,1.23056945E-28,6.82338105E-27,1.25691316E-28,6.74217768E-27,1.24195482E-28,6.62520671E-27,1.220408E-28,6.48036908E-27,1.19372785E-28,6.58262979E-27,1.27319341E-28,6.8485699E-27,1.26155309E-28,3.19742119E-27,8.54030703E-29,3.53833956E-30,2.118305E-31,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.89327916E-27,1.80275047E-29,6.51628536E-27,3.00086036E-29
82,-999.0,-999.0,1.02235016E-27,1.97740042E-29,1.07053317E-27,2.26779425E-29,1.35643679E-27,2.12385145E-29,1.59074322E-27,2.93025697E-29,1.64740253E-27,2.73116456E-29,1.65653298E-27,3.05144641E-29,1.84841685E-27,3.57515491E-29,2.07014127E-27,3.81334069E-29,2.19785989E-27,3.84617689E-29,2.2594363E-27,3.53772958E-29,2.316325E-27,3.84014512E-29,2.34638607E-27,4.10609257E-29,2.35722077E-27,4.34216073E-29,2.33560606E-27,4.51746218E-29,2.32487574E-27,4.28257907E-29,2.55152765E-27,4.23007792E-29,2.66194757E-27,4.90348806E-29,2.71143935E-27,4.4951897E-29,2.74915637E-27,5.31733971E-29,2.82618433E-27,4.94572219E-29,2.91339467E-27,5.9033382E-29,2.88935001E-27,5.588498E-29,2.96756145E-27,5.73977258E-29,3.00054088E-27,6.07992009E-29,2.91071551E-27,6.16599592E-29,2.96483222E-27,6.00756471E-29,3.06760369E-27,5.93327136E-29,3.28700158E-27,6.35762414E-29,3.44190914E-27,6.65724227E-29,3.18566108E-27,6.16161383E-29,3.15936944E-27,6.69273896E-29,3.22403658E-27,6.82972916E-29,3.28700158E-27,7.56860075E-29,3.17980452E-27,7.32177055E-29,3.15936944E-27,7.27471648E-29,3.29609428E-27,7.28595668E-29,3.4355813E-27,7.59428964E-29,3.53833968E-27,7.82143442E-29,3.49300753E-27,8.36466403E-29,3.37597685E-27,8.08441233E-29,3.40094076E-27,7.51771647E-29,3.44508538E-27,8.88451465E-29,3.51236736E-27,8.08752451E-29,3.57766216E-27,8.56738621E-29,3.58756722E-27,8.26067825E-29,3.502678E-27,8.38782153E-29,3.44825623E-27,8.57509535E-29,3.3573689E-27,8.03985173E-29,3.57108473E-27,8.88054483E-29,3.60080298E-27,9.28609331E-29,2.03610296E-27,7.31374845E-29,9.8900663E-30,7.74272315E-31,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.26777712E-27,1.25321984E-29,3.05351686E-27,2.24991424E-29
83,-999.0,-999.0,1.15984432E-27,2.13651203E-29,1.22800461E-27,2.48827471E-29,1.52756607E-27,2.25110471E-29,1.79142897E-27,3.13493698E-29,1.87931743E-27,2.94255614E-29,1.92841324E-27,3.37465447E-29,2.13009836E-27,3.53140711E-29,2.38561148E-27,3.73528967E-29,2.56094121E-27,3.77394248E-29,2.64484069E-27,4.38477855E-29,2.74915637E-27,4.55771923E-29,2.79769404E-27,4.38051111E-29,2.8392221E-27,4.96853814E-29,2.83661112E-27,4.44144633E-29,2.89200972E-27,4.79455024E-29,3.18273116E-27,4.98338646E-29,3.33887073E-27,5.53538386E-29,3.44508538E-27,5.39416926E-29,3.53508563E-27,5.86068065E-29,3.69487118E-27,5.78527327E-29,3.87614394E-27,6.78311383E-29,3.86900875E-27,6.41427959E-29,4.04016884E-27,6.69803888E-29,4.0926019E-27,6.78496573E-29,4.00313129E-27,6.63663542E-29,4.10771005E-27,7.56668083E-29,4.2618638E-27,7.85064295E-29,4.79954453E-27,7.51492508E-29,5.18561029E-27,8.11940949E-29,4.58775387E-27,8.02840689E-29,4.56667649E-27,8.41212857E-29,4.61742744E-27,7.65505273E-29,4.73368659E-27,9.15576082E-29,4.66443862E-27,9.02182382E-29,4.63873901E-27,8.54487209E-29,4.87978032E-27,8.98888681E-29,5.06290852E-27,9.32622126E-29,5.23841813E-27,8.68456942E-29,5.22396672E-27,9.62290114E-29,5.05358894E-27,1.02399601E-28,5.1665378E-27,1.04688243E-28,5.17130486E-27,1.09547798E-28,5.33089281E-27,9.8198672E-29,5.50047672E-27,1.06388635E-28,5.51569234E-27,1.01602795E-28,5.50553999E-27,1.06486568E-28,5.49033978E-27,1.11249369E-28,5.33089281E-27,1.08018537E-28,5.4802456E-27,1.05997334E-28,5.66499543E-27,1.14788374E-28,5.93197131E-27,1.14734496E-28,4.24228364E-27,1.0158947E-28,2.16770637E-28,1.33767601E-29,-999.0,-999.0,-999.0,-999.0,2.73400932E-27,1.51086932E-29,4.26578692E-27,2.35736082E-29
84,-999.0,-999.0,1.43350664E-27,2.37655482E-29,1.53744638E-27,2.83208059E-29,1.93731373E-27,3.03336434E-29,2.11446289E-27,3.31073677E-29,2.20191301E-27,3.6504657E-29,2.22638349E-27,3.69103451E-29,2.44568258E-27,3.82934697E-29,2.70395923E-27,3.98470151E-29,2.8392221E-27,4.18403225E-29,2.92146047E-27,4.57429998E-29,3.03389356E-27,5.02977429E-29,3.06760369E-27,4.80312454E-29,3.1390659E-27,5.20413535E-29,3.1017017E-27,4.85651342E-29,3.15355409E-27,4.9377022E-29,3.45143825E-27,5.40411609E-29,3.57766216E-27,5.93126719E-29,3.66774985E-27,5.74280832E-29,3.74627617E-27,5.8657615E-29,3.844145E-27,6.01899992E-29,4.0216075E-27,6.66726674E-29,4.0327413E-27,6.68572497E-29,4.1457152E-27,7.25485472E-29,4.23058092E-27,7.01371505E-29,4.09637827E-27,6.79122561E-29,4.21113519E-27,6.59361857E-29,4.38126645E-27,7.26353104E-29,4.80839534E-27,7.52878275E-29,5.07224466E-27,8.40907718E-29,4.66874269E-27,8.60014026E-29,4.6515711E-27,8.56851047E-29,4.71193899E-27,7.81173977E-29,4.79070991E-27,9.26605401E-29,4.6515711E-27,8.99693599E-29,4.67735237E-27,8.61600029E-29,4.93401104E-27,9.08878239E-29,5.12861393E-27,8.97489252E-29,5.21915113E-27,9.61403103E-29,5.16178653E-27,9.98377949E-29,5.02111237E-27,9.71169133E-29,5.16178653E-27,9.98377949E-29,5.1380714E-27,9.93791046E-29,5.19995538E-27,1.00576046E-28,5.37031236E-27,1.03871047E-28,5.47520582E-27,1.10942713E-28,5.39013711E-27,1.042545E-28,5.10505172E-27,9.87404482E-29,1.8810475E-27,6.58353272E-29,2.00077814E-31,3.00373895E-32,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.01161748E-27,1.38690112E-29,4.36113778E-27,2.81172922E-29
85,-999.0,-999.0,2.64240824E-27,3.16387197E-29,2.81838161E-27,3.63415548E-29,3.0647822E-27,3.66959921E-29,3.20037133E-27,3.83194607E-29,3.27189343E-27,4.21893491E-29,3.20331723E-27,3.54043672E-29,3.29609428E-27,4.55372233E-29,3.4324143E-27,4.42591822E-29,3.51560061E-27,4.85698106E-29,3.53833968E-27,4.88839599E-29,3.62743705E-27,5.34558828E-29,3.65425986E-27,5.04854609E-29,3.56780063E-27,5.25770509E-29,3.51560061E-27,5.50457922E-29,3.5285783E-27,4.87491087E-29,3.68128952E-27,5.764008E-29,3.76010589E-27,5.88741497E-29,3.84060976E-27,6.01346468E-29,3.90121493E-27,6.10835765E-29,3.93730955E-27,6.16487346E-29,4.014205E-27,6.28527298E-29,3.98107515E-27,6.60006923E-29,4.05508325E-27,6.72276481E-29,4.07005273E-27,6.74758223E-29,3.98107515E-27,6.60006923E-29,4.03645334E-27,6.32010823E-29,4.11528512E-27,6.82257132E-29,5.79695322E-27,8.00878648E-29,6.86751489E-27,9.48782123E-29,4.69029076E-27,8.20784338E-29,4.42995704E-27,7.75226766E-29,4.29337817E-27,7.9086947E-29,4.34110156E-27,8.39643465E-29,4.25010676E-27,8.22043474E-29,4.23058092E-27,7.79301672E-29,4.42588254E-27,8.56041555E-29,4.52897718E-27,8.34268315E-29,4.59197705E-27,8.45873367E-29,4.55406858E-27,9.22779361E-29,4.38126645E-27,8.87764931E-29,4.45450956E-27,9.43633631E-29,4.43404463E-27,9.39298302E-29,4.49987176E-27,9.94688349E-29,4.58352453E-27,1.01317962E-28,4.61742744E-27,9.78145754E-29,4.50816982E-27,1.07956619E-28,4.4136733E-27,1.01628579E-28,4.34910688E-27,9.21305302E-29,4.43404463E-27,9.80137406E-29,4.70760526E-27,1.0839661E-28,4.51647366E-27,1.08155471E-28,1.11583451E-27,5.13860739E-29,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.54813534E-27,1.63397657E-29,4.46683166E-27,2.46846245E-29
86,-999.0,-999.0,1.92841324E-27,2.66420118E-29,2.10668598E-27,3.10452715E-29,2.48885693E-27,3.66771481E-29,2.75169302E-27,3.29472356E-29,3.00607389E-27,3.87617506E-29,2.96756145E-27,3.27986983E-29,3.0619636E-27,4.23025878E-29,3.27189343E-27,4.21893491E-29,3.38220261E-27,4.98419776E-29,3.47056004E-27,4.79475517E-29,3.57437229E-27,5.26738951E-29,3.55795065E-27,5.2431896E-29,3.68807804E-27,5.77463733E-29,3.57766216E-27,5.27223804E-29,3.58096359E-27,5.60692133E-29,3.82295669E-27,5.63371703E-29,3.92282848E-27,5.78089359E-29,4.02530952E-27,6.30265991E-29,4.10771005E-27,6.43167916E-29,4.22279361E-27,6.22293845E-29,4.30130492E-27,7.13096567E-29,4.30526424E-27,6.74100157E-29,4.39339595E-27,6.87899445E-29,4.42181228E-27,6.92348704E-29,4.35712684E-27,7.22351081E-29,4.40960458E-27,6.90437279E-29,4.49158911E-27,7.03274083E-29,5.19039507E-27,8.60495448E-29,5.70688557E-27,8.93560054E-29,4.93855276E-27,8.64229225E-29,4.79070991E-27,8.82481323E-29,4.74241567E-27,8.73585212E-29,4.7951199E-27,8.39129001E-29,4.66443862E-27,7.73299151E-29,4.63873901E-27,8.97211557E-29,4.82613508E-27,8.44556512E-29,4.93855276E-27,8.64229225E-29,5.02574539E-27,9.25776469E-29,5.01648398E-27,9.70273816E-29,4.85288355E-27,8.93934106E-29,4.92038893E-27,9.97006025E-29,4.92947354E-27,9.98846732E-29,5.00264502E-27,1.01367326E-28,5.10975137E-27,1.03537597E-28,5.14280149E-27,1.04207291E-28,5.03037147E-27,1.11195431E-28,4.9476601E-27,1.04810143E-28,4.79070991E-27,1.05897752E-28,4.87528173E-27,9.87866043E-29,5.0675685E-27,1.02682857E-28,5.28201078E-27,1.16757878E-28,5.35056041E-27,1.0841706E-28,3.14484773E-27,8.39988327E-29,-999.0,-999.0,-999.0,-999.0,3.52533349E-27,1.62347589E-29,4.62167797E-27,2.55403348E-29
87,-999.0,-999.0,9.81747122E-28,1.98928928E-29,1.01391035E-27,2.05446079E-29,1.1449849E-27,2.53096806E-29,1.27057431E-27,2.69155691E-29,1.34771965E-27,2.6067209E-29,1.28824847E-27,2.72899759E-29,1.35518927E-27,2.87080351E-29,1.48867557E-27,3.15357788E-29,1.52615793E-27,3.23297945E-29,1.56027115E-27,3.30524426E-29,1.58343489E-27,3.35431364E-29,1.57470715E-27,3.48086108E-29,1.61584521E-27,3.720621E-29,1.58197523E-27,3.64263258E-29,1.54596419E-27,3.55971377E-29,1.6307989E-27,3.75505302E-29,1.6919959E-27,3.89596429E-29,1.70765429E-27,3.77473813E-29,1.72822515E-27,4.45691185E-29,1.75065395E-27,3.86978849E-29,1.79638843E-27,3.97088386E-29,1.77500618E-27,4.41407074E-29,1.78319851E-27,4.59868196E-29,1.82137699E-27,4.52938489E-29,1.77337376E-27,4.73667845E-29,1.80301594E-27,4.4837253E-29,1.82809656E-27,4.54609534E-29,2.02674853E-27,5.41344241E-29,2.15377555E-27,5.35599131E-29,1.95524241E-27,5.40253382E-29,1.89321417E-27,5.57988729E-29,1.8879872E-27,5.73837086E-29,1.92308939E-27,5.31369187E-29,1.89845135E-27,4.89590741E-29,1.87585423E-27,5.87426689E-29,1.94984441E-27,5.56720625E-29,1.9934282E-27,5.50804469E-29,2.00816869E-27,5.91869328E-29,1.98975449E-27,6.23094791E-29,1.95524241E-27,6.30295662E-29,1.9934282E-27,5.691646E-29,1.97332862E-27,6.72475996E-29,1.9970998E-27,6.43788848E-29,2.01372365E-27,6.30600742E-29,2.03423038E-27,6.55758322E-29,1.98426559E-27,6.21375838E-29,1.97879171E-27,6.92563024E-29,1.92486375E-27,6.7368867E-29,1.97151382E-27,6.35540933E-29,1.9642625E-27,6.51294919E-29,1.98426559E-27,6.94478843E-29,8.67761248E-28,4.79542533E-29,5.95388312E-31,8.39010503E-32,-999.0,-999.0,-999.0,-999.0,1.54596419E-27,1.13910857E-29,1.86208498E-27,1.71504347E-29
88,-999.0,-999.0,4.11150028E-27,4.16551473E-29,4.29337817E-27,4.34978169E-29,5.06290852E-27,5.1294213E-29,5.53094994E-27,5.60361234E-29,5.72796526E-27,5.27565054E-29,5.55136826E-27,5.11299854E-29,5.86137673E-27,5.93837989E-29,6.29796194E-27,6.3807004E-29,6.52228425E-27,6.60796976E-29,6.57657621E-27,6.66297492E-29,6.54636145E-27,7.83824839E-29,6.48633407E-27,7.16896125E-29,6.63131961E-27,6.71843749E-29,6.56447059E-27,7.25532055E-29,6.45059651E-27,7.12946224E-29,6.86751489E-27,-999.0,7.01454809E-27,-999.0,7.11868543E-27,7.86786137E-29,7.15812462E-27,9.23002708E-29,7.32486316E-27,8.0957368E-29,7.55092651E-27,8.34559251E-29,7.46791662E-27,8.94166662E-29,7.53007947E-27,9.70964322E-29,7.55092651E-27,9.73652379E-29,7.3383701E-27,1.01383324E-28,7.39263433E-27,8.85152708E-29,7.60676153E-27,9.80851986E-29,8.21107675E-27,8.31894847E-29,8.63772647E-27,1.03423317E-28,7.95792327E-27,1.0994277E-28,7.84874461E-27,1.01205452E-28,7.89222749E-27,9.44971249E-29,7.95792327E-27,1.17272282E-28,7.70548162E-27,1.1355218E-28,7.66302719E-27,1.19984448E-28,7.92865453E-27,1.1684097E-28,8.1733524E-27,1.20446961E-28,8.3560284E-27,1.30835174E-28,8.26418619E-27,1.29397142E-28,7.97259809E-27,1.24831581E-28,8.09840676E-27,1.26801446E-28,8.09095881E-27,1.26684819E-28,8.24136931E-27,1.21449311E-28,8.36372056E-27,1.30955605E-28,8.43334062E-27,1.32045693E-28,8.27942569E-27,1.29635765E-28,8.19596282E-27,1.35877668E-28,7.83429783E-27,1.37097419E-28,7.89222749E-27,1.30842179E-28,8.18840701E-27,1.3575241E-28,6.30957607E-27,1.27849345E-28,4.99804387E-28,2.39375157E-29,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.48633407E-27,2.3896537E-29,7.69839574E-27,3.54524191E-29
89,-999.0,-999.0,1.31340786E-27,2.54035576E-29,1.4177508E-27,2.6115932E-29,1.69824188E-27,2.81544898E-29,1.90545943E-27,2.98348817E-29,1.9642625E-27,3.2564746E-29,1.96970055E-27,3.08407407E-29,2.1517901E-27,3.56736904E-29,2.32059652E-27,3.84722682E-29,2.42102798E-27,4.23671335E-29,2.50265101E-27,4.14904773E-29,2.54448318E-27,4.68711073E-29,2.56803094E-27,4.49396343E-29,2.61336502E-27,4.33259638E-29,2.62300681E-27,4.59016844E-29,2.60855463E-27,4.56487797E-29,2.81838161E-27,-999.0,2.90803847E-27,-999.0,2.98950492E-27,5.23152749E-29,3.07326708E-27,5.66116695E-29,3.1275134E-27,5.18498318E-29,3.2299748E-27,5.65234138E-29,3.22403658E-27,5.93889447E-29,3.29002722E-27,6.06045376E-29,3.29913571E-27,6.07723222E-29,3.19742119E-27,6.47885361E-29,3.25686848E-27,5.69940388E-29,3.39156571E-27,5.93511965E-29,3.82648422E-27,7.40107553E-29,4.12666891E-27,7.2215241E-29,3.60412521E-27,7.3029482E-29,3.57108473E-27,6.90708955E-29,3.58756722E-27,6.27811514E-29,3.62409287E-27,8.01099046E-29,3.53833968E-27,7.82143442E-29,3.53182657E-27,8.13233127E-29,3.68128952E-27,8.47648232E-29,3.80189318E-27,7.70368066E-29,3.87972039E-27,8.21871465E-29,3.81944071E-27,8.44280382E-29,3.7119326E-27,7.86327645E-29,3.75318448E-27,7.95066432E-29,3.78442615E-27,8.71396332E-29,3.85478769E-27,8.16589722E-29,3.92282848E-27,8.67133948E-29,3.92282848E-27,9.03264514E-29,3.87614394E-27,8.92515057E-29,3.86545079E-27,9.25655015E-29,3.74282259E-27,8.61816696E-29,3.79489512E-27,9.08759192E-29,3.89045244E-27,8.59977373E-29,1.53886511E-27,5.66938826E-29,3.34194431E-31,4.15536019E-32,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.53279317E-27,1.39967305E-29,3.4292577E-27,-999.0
