galaxy_id,JPAS3518,error_JPAS3518,JPAS3785,error_JPAS3785,JPAS3900,error_JPAS3900,JPAS4000,error_JPAS4000,JPAS4100,error_JPAS4100,JPAS4200,error_JPAS4200,JPAS4300,error_JPAS4300,JPAS4400,error_JPAS4400,JPAS4500,error_JPAS4500,JPAS4600,error_JPAS4600,JPAS4700,error_JPAS4700,JPAS4800,error_JPAS4800,JPAS4900,error_JPAS4900,JPAS5000,error_JPAS5000,JPAS5100,error_JPAS5100,JPAS5200,error_JPAS5200,JPAS5300,error_JPAS5300,JPAS5400,error_JPAS5400,JPAS5500,error_JPAS5500,JPAS5600,error_JPAS5600,JPAS5700,error_JPAS5700,JPAS5800,error_JPAS5800,JPAS5900,error_JPAS5900,JPAS6000,error_JPAS6000,JPAS6100,error_JPAS6100,JPAS6200,error_JPAS6200,JPAS6300,error_JPAS6300,JPAS6400,error_JPAS6400,JPAS6500,error_JPAS6500,JPAS6600,error_JPAS6600,JPAS6700,error_JPAS6700,JPAS6800,error_JPAS6800,JPAS6900,error_JPAS6900,JPAS7000,error_JPAS7000,JPAS7100,error_JPAS7100,JPAS7200,error_JPAS7200,JPAS7300,error_JPAS7300,JPAS7400,error_JPAS7400,JPAS7500,error_JPAS7500,JPAS7600,error_JPAS7600,JPAS7700,error_JPAS7700,JPAS7800,error_JPAS7800,JPAS7900,error_JPAS7900,JPAS8000,error_JPAS8000,JPAS8100,error_JPAS8100,JPAS8200,error_JPAS8200,JPAS8300,error_JPAS8300,JPAS8400,error_JPAS8400,JPAS8500,error_JPAS8500,JPAS8600,error_JPAS8600,JPAS8700,error_JPAS8700,JPAS8800,error_JPAS8800,JPAS8900,error_JPAS8900,JPAS9000,error_JPAS9000,JPAS9100,error_JPAS9100,uj_JPAS,error_uj_JPAS,g_JPAS,error_g_JPAS,r_JPAS,error_r_JPAS
90,-999.0,-999.0,5.7544025E-27,5.30000032E-29,6.22874017E-27,5.73688128E-29,7.07293766E-27,5.86297432E-29,7.43360656E-27,6.16194364E-29,7.60676153E-27,6.30547718E-29,7.50930716E-27,6.22469405E-29,7.77677492E-27,6.44640651E-29,8.20350707E-27,6.80013785E-29,8.49571918E-27,7.82484633E-29,8.57432408E-27,7.89724324E-29,8.82267968E-27,8.12598774E-29,8.83080094E-27,8.13346757E-29,8.90430907E-27,8.20117063E-29,8.51922092E-27,8.63114171E-29,8.5270633E-27,9.42445874E-29,8.97840884E-27,9.09636153E-29,9.20449067E-27,9.32541298E-29,9.29822337E-27,9.42037757E-29,9.39289053E-27,1.03814052E-28,9.62055394E-27,9.74694247E-29,9.82650827E-27,9.95560313E-29,9.77236729E-27,9.90075084E-29,9.88097048E-27,1.09208509E-28,9.83557477E-27,1.08706781E-28,9.51479111E-27,1.13924799E-28,9.76335779E-27,9.89162314E-29,9.89006627E-27,1.0019996E-28,1.31946986E-26,1.33680422E-28,1.55167122E-26,1.42914173E-28,1.09546726E-26,1.21075512E-28,1.04135564E-26,1.15094873E-28,1.02423543E-26,1.22636237E-28,1.02991222E-26,1.23315934E-28,1.00461552E-26,1.29539902E-28,9.96322002E-27,1.28470505E-28,1.03848531E-26,1.43472031E-28,1.0616933E-26,1.27121223E-28,1.07250732E-26,1.38294192E-28,1.05487027E-26,1.45735709E-28,1.02235017E-26,1.31826703E-28,1.03657371E-26,1.33660742E-28,1.02896282E-26,1.51633544E-28,1.04135564E-26,1.43868592E-28,1.0616933E-26,1.46678331E-28,1.07053317E-26,1.38039657E-28,1.05584364E-26,1.45870175E-28,1.04135564E-26,1.43868592E-28,1.01952992E-26,1.59633689E-28,7.11868543E-27,1.37687572E-28,3.40407877E-28,1.3795197E-29,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,8.5664193E-27,2.36698912E-29,1.06267291E-26,3.91503129E-29
91,-999.0,-999.0,8.00202947E-28,1.62143109E-29,8.4644727E-28,1.94901688E-29,9.43626421E-28,2.17278E-29,1.04039804E-27,2.39560498E-29,1.07944435E-27,2.38609193E-29,1.05002635E-27,2.61119688E-29,1.11789217E-27,2.36811849E-29,1.19233909E-27,2.74546219E-29,1.22011292E-27,2.9217901E-29,1.26008531E-27,2.78539544E-29,1.28114776E-27,3.18594794E-29,1.28114776E-27,3.06794983E-29,1.30017046E-27,3.35300371E-29,1.29062411E-27,2.97177159E-29,1.29062411E-27,3.32838431E-29,1.38292777E-27,3.43905336E-29,1.44676974E-27,3.59781498E-29,1.46285145E-27,3.50307367E-29,1.47095596E-27,3.65796147E-29,1.50244915E-27,4.01303946E-29,1.56747269E-27,3.89797809E-29,1.55024418E-27,4.28348276E-29,1.5936766E-27,4.10992487E-29,1.61584521E-27,4.1670958E-29,1.55453255E-27,4.15215389E-29,1.58635142E-27,4.38325074E-29,1.61435916E-27,4.75801504E-29,1.84161851E-27,4.57972208E-29,1.98975449E-27,4.94810523E-29,1.73619792E-27,4.95720134E-29,1.68888514E-27,4.8221136E-29,1.67803137E-27,4.79112449E-29,1.69043975E-27,4.82655257E-29,1.64891901E-27,5.01174428E-29,1.62031876E-27,4.77558013E-29,1.70137345E-27,5.01447308E-29,1.76359909E-27,5.52273833E-29,1.80800737E-27,5.49527998E-29,1.79473232E-27,5.78553328E-29,1.72981596E-27,5.89491165E-29,1.72504024E-27,5.71975434E-29,1.73141198E-27,5.9003506E-29,1.75711256E-27,5.98793347E-29,1.79638843E-27,5.95632474E-29,1.81970181E-27,6.36882704E-29,1.86895901E-27,6.19694862E-29,1.83992061E-27,6.43959172E-29,1.77337376E-27,6.04334909E-29,1.82641522E-27,6.05588509E-29,1.75873014E-27,6.15543039E-29,1.74904002E-27,5.96042396E-29,7.16472999E-28,4.15734458E-29,2.65215694E-31,4.93430798E-32,-999.0,-999.0,-999.0,-999.0,1.27291451E-27,1.05515781E-29,1.65196333E-27,1.52151445E-29
92,-999.0,-999.0,1.69824188E-27,2.65903518E-29,1.83992061E-27,3.05033298E-29,2.1797159E-27,3.21214781E-29,2.36156259E-27,3.48012742E-29,2.47513833E-27,3.87546758E-29,2.42326187E-27,4.01743118E-29,2.58702023E-27,3.57410047E-29,2.83138973E-27,4.17248991E-29,2.97029319E-27,4.6507597E-29,3.01439641E-27,4.44217878E-29,3.03389356E-27,5.02977429E-29,3.0619636E-27,4.79429385E-29,3.16227759E-27,5.24261724E-29,3.11601733E-27,4.59193308E-29,3.11889255E-27,5.17069037E-29,3.30826231E-27,5.48463982E-29,3.41978983E-27,5.66953632E-29,3.49623076E-27,5.15223635E-29,3.54813534E-27,5.55552067E-29,3.65425986E-27,6.39482529E-29,3.74282259E-27,6.54980728E-29,3.73938057E-27,6.88819317E-29,3.81591972E-27,7.02918328E-29,3.82648422E-27,7.04864299E-29,3.74627617E-27,6.90089528E-29,3.82648422E-27,7.40107553E-29,3.93368842E-27,6.52150935E-29,4.33710911E-27,7.19032403E-29,4.61742744E-27,7.65505273E-29,4.13427864E-27,7.99640395E-29,4.0926019E-27,7.53885115E-29,4.11907304E-27,7.58761268E-29,4.14190263E-27,7.62966597E-29,4.07379943E-27,8.25463745E-29,4.07754922E-27,7.88667891E-29,4.23837284E-27,8.58810861E-29,4.32912574E-27,7.57581636E-29,4.42995704E-27,8.97630989E-29,4.39744002E-27,9.31544087E-29,4.26972275E-27,8.6516312E-29,4.29733981E-27,9.10338997E-29,4.30923667E-27,9.52548881E-29,4.32513522E-27,9.56063161E-29,4.40554934E-27,9.33261957E-29,4.45450956E-27,9.84661115E-29,4.36516182E-27,9.64911064E-29,4.21113519E-27,1.0084357E-28,4.0926019E-27,9.80050679E-29,1.57180863E-27,5.9355259E-29,4.59197699E-31,5.62505785E-32,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.03389356E-27,1.67659153E-29,3.95549071E-27,2.55019907E-29
93,-999.0,-999.0,2.24491594E-27,3.10146582E-29,2.45244799E-27,3.38818172E-29,3.00330941E-27,3.59599528E-29,3.37597685E-27,4.35314545E-29,3.54487243E-27,4.5709269E-29,3.55795065E-27,4.26009143E-29,3.78790977E-27,4.88431121E-29,4.0926019E-27,4.9002534E-29,4.29733981E-27,5.14539449E-29,4.36918008E-27,5.23141193E-29,4.49158911E-27,6.20535832E-29,4.49987176E-27,5.38789555E-29,4.50816982E-27,5.8130488E-29,4.49158911E-27,5.79166857E-29,4.50401405E-27,5.8076899E-29,4.87978032E-27,6.29222077E-29,5.0675685E-27,7.00110382E-29,5.16178653E-27,7.13127141E-29,5.2432395E-27,7.24380289E-29,5.36537312E-27,7.41253662E-29,5.51061982E-27,7.61320167E-29,5.50553999E-27,7.60618406E-29,5.6027305E-27,7.74045749E-29,5.70688557E-27,8.40997634E-29,5.49540575E-27,8.09832898E-29,5.56672486E-27,8.71614323E-29,5.73851511E-27,7.92805029E-29,6.65578509E-27,8.58228568E-29,7.30465631E-27,9.41897164E-29,6.11504713E-27,9.01146653E-29,6.02559231E-27,8.87963964E-29,6.04783603E-27,8.35539368E-29,6.10942341E-27,9.56587737E-29,5.91016709E-27,9.7982366E-29,5.91562055E-27,9.26243025E-29,6.19440815E-27,1.02694677E-28,6.37381508E-27,1.11539498E-28,6.55843318E-27,1.02689188E-28,6.51628536E-27,1.0803096E-28,6.23447405E-27,1.03358918E-28,6.33869767E-27,1.05086803E-28,6.25748814E-27,1.09503815E-28,6.33285401E-27,1.04989916E-28,6.52828775E-27,1.02217179E-28,6.54636145E-27,1.14559008E-28,6.4328013E-27,1.18496571E-28,6.35038691E-27,1.05280587E-28,6.20583084E-27,1.14315618E-28,6.2747984E-27,1.21365352E-28,6.43872277E-27,1.18605639E-28,6.70501571E-27,1.23510947E-28,2.97577708E-27,8.22237512E-29,2.23665937E-30,1.70983259E-31,-999.0,-999.0,-999.0,-999.0,4.42181228E-27,1.62905582E-29,5.87760385E-27,3.24808386E-29
94,-999.0,-999.0,1.13553513E-27,1.98714638E-29,1.19123996E-27,2.30406221E-29,1.38675642E-27,2.4267745E-29,1.4914207E-27,2.88466329E-29,1.58197523E-27,3.05981097E-29,1.55310294E-27,3.00396712E-29,1.6173326E-27,2.97923638E-29,1.7652265E-27,3.25166699E-29,1.84161851E-27,3.73162529E-29,1.88451629E-27,3.47140687E-29,1.94625544E-27,3.58513484E-29,1.93552782E-27,3.74364249E-29,1.96064695E-27,3.97280949E-29,1.94446548E-27,4.11911306E-29,1.94625544E-27,3.94364821E-29,2.07395865E-27,4.20241013E-29,2.16970183E-27,4.19657487E-29,2.19785989E-27,4.25103776E-29,2.22433603E-27,4.71198472E-29,2.28875897E-27,5.05925968E-29,2.348551E-27,4.75880949E-29,2.33991321E-27,4.95682097E-29,2.40325704E-27,4.64831076E-29,2.41212345E-27,5.55411955E-29,2.35939072E-27,5.2153894E-29,2.40325704E-27,5.31235516E-29,2.47742249E-27,5.93265446E-29,2.9539276E-27,5.98546828E-29,3.26587798E-27,6.01596899E-29,2.75423216E-27,6.08817932E-29,2.6375445E-27,5.58731717E-29,2.61336502E-27,5.77679497E-29,2.62784378E-27,6.53489998E-29,2.58225817E-27,6.18370364E-29,2.58940164E-27,5.96231739E-29,2.67670135E-27,6.65639907E-29,2.79254449E-27,7.20167919E-29,2.85495849E-27,6.83673593E-29,2.80284706E-27,7.2282492E-29,2.73653209E-27,7.05722903E-29,2.75169302E-27,6.84288747E-29,2.75423216E-27,7.10287598E-29,2.78740419E-27,7.18842278E-29,2.88403156E-27,6.9063571E-29,2.87606938E-27,7.41708182E-29,2.82097584E-27,7.79464353E-29,2.8392221E-27,7.06055427E-29,2.74915637E-27,7.84940615E-29,2.82878568E-27,8.33730559E-29,2.89200972E-27,8.25728079E-29,2.9593749E-27,8.72219186E-29,2.53279317E-27,7.46492372E-29,4.72497349E-28,2.95926569E-29,-999.0,-999.0,-999.0,-999.0,1.90545943E-27,1.22849512E-29,2.54683108E-27,2.11114603E-29
95,-999.0,-999.0,1.44012298E-27,2.25488374E-29,1.49416784E-27,2.61474059E-29,1.67648465E-27,2.77937872E-29,1.79804203E-27,3.14650941E-29,1.84841685E-27,3.23466374E-29,1.80634067E-27,3.16103213E-29,1.87585423E-27,3.28267838E-29,2.00078256E-27,3.50129851E-29,2.06442588E-27,3.99295352E-29,2.09121787E-27,3.65955699E-29,2.09121787E-27,3.85216563E-29,2.0720514E-27,3.81685912E-29,2.11057077E-27,4.27659635E-29,2.06442588E-27,4.3732347E-29,2.06633082E-27,4.18695425E-29,2.18373531E-27,4.42484752E-29,2.21615507E-27,4.28642371E-29,2.2594363E-27,4.57823881E-29,2.26568652E-27,4.590903E-29,2.29297444E-27,4.85738731E-29,2.34207237E-27,4.52996929E-29,2.33775597E-27,4.73693604E-29,2.40325704E-27,4.8696594E-29,2.38781263E-27,5.49814119E-29,2.32916286E-27,5.36309559E-29,2.40325704E-27,5.31235516E-29,2.4434279E-27,6.07629634E-29,2.87078155E-27,6.08140065E-29,3.15645705E-27,6.10512871E-29,2.66194757E-27,6.12936052E-29,2.54683108E-27,5.62972253E-29,2.51420178E-27,5.78916305E-29,2.54448318E-27,6.3275995E-29,2.49344661E-27,5.97102741E-29,2.49344661E-27,5.97102741E-29,2.54917532E-27,5.8696928E-29,2.63511879E-27,6.55299168E-29,2.69401411E-27,6.94758042E-29,2.62784378E-27,6.29286656E-29,2.53513009E-27,7.00482267E-29,2.59896042E-27,6.70244686E-29,2.63268961E-27,6.78943088E-29,2.65704781E-27,6.85224809E-29,2.69898205E-27,7.70614825E-29,2.68410559E-27,7.41645709E-29,2.68163731E-27,7.4096369E-29,2.76949092E-27,7.39730553E-29,2.63268961E-27,7.51686967E-29,2.55387632E-27,7.76228189E-29,2.40768379E-27,7.09618758E-29,6.9694691E-28,3.78727955E-29,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.06633082E-27,1.33221269E-29,2.50957415E-27,2.08026253E-29
96,-999.0,-999.0,2.35504774E-27,3.2536185E-29,2.45019253E-27,3.38506593E-29,2.82878568E-27,3.64757138E-29,3.00330941E-27,3.59599528E-29,3.15645705E-27,4.07008581E-29,3.13039921E-27,4.03648555E-29,3.25386596E-27,4.49538139E-29,3.42294566E-27,4.72897322E-29,3.53508563E-27,4.88390044E-29,3.62743705E-27,5.01148909E-29,3.76010589E-27,5.19477774E-29,3.78442615E-27,5.92549542E-29,3.79838837E-27,5.94735653E-29,3.60412521E-27,5.31123511E-29,3.57437229E-27,4.93817706E-29,3.72562712E-27,5.49028701E-29,3.81944071E-27,5.62853568E-29,3.86900875E-27,6.41427959E-29,3.8940339E-27,6.45576713E-29,3.9445703E-27,6.90285852E-29,4.0513454E-27,6.71656753E-29,4.0926019E-27,6.78496573E-29,4.10392329E-27,7.18171934E-29,4.06630102E-27,7.11588263E-29,3.992088E-27,6.98601235E-29,4.08883825E-27,7.5319178E-29,4.13809352E-27,7.62264896E-29,5.47015873E-27,8.06112363E-29,6.29796194E-27,9.28101909E-29,4.67304021E-27,8.60805764E-29,4.37723701E-27,7.66000959E-29,4.23447476E-27,8.19020005E-29,4.26972275E-27,8.25837556E-29,4.1956561E-27,7.72868284E-29,4.13046761E-27,8.74989215E-29,4.25010676E-27,7.82898587E-29,4.31717381E-27,8.74778024E-29,4.36113778E-27,8.43518737E-29,4.3132037E-27,8.34247491E-29,4.19179731E-27,9.26589091E-29,4.22668052E-27,8.56441546E-29,4.21113519E-27,8.9207769E-29,4.25010676E-27,9.39478257E-29,4.25794414E-27,9.01993641E-29,4.3132037E-27,9.13699684E-29,4.3132037E-27,9.53425721E-29,4.26578692E-27,9.03654936E-29,4.19179731E-27,8.87981177E-29,4.26972275E-27,9.43814367E-29,4.37723701E-27,9.67580102E-29,4.49158911E-27,1.03422655E-28,3.00054088E-27,9.11988014E-29,9.12850409E-29,6.30574666E-30,-999.0,-999.0,-999.0,-999.0,3.59418279E-27,1.65518211E-29,4.4136733E-27,2.43908585E-29
97,-999.0,-999.0,1.03181138E-27,1.90066686E-29,1.15345138E-27,2.23097257E-29,1.39443944E-27,2.69708463E-29,1.57761107E-27,2.7607634E-29,1.69824188E-27,2.97186308E-29,1.67648465E-27,2.93378864E-29,1.78648684E-27,3.29083018E-29,1.97332862E-27,3.45325498E-29,2.0625273E-27,3.7993154E-29,2.1183575E-27,3.70705072E-29,2.15774258E-27,3.97470804E-29,2.14782943E-27,3.56080282E-29,2.20191301E-27,4.46168063E-29,2.19583863E-27,4.24712812E-29,2.18977618E-27,4.23540282E-29,2.34207237E-27,4.31425641E-29,2.45019253E-27,4.51342074E-29,2.51420178E-27,5.32603046E-29,2.52347783E-27,5.11325914E-29,2.58702023E-27,5.24201358E-29,2.67670135E-27,5.17719881E-29,2.68163731E-27,5.68072176E-29,2.71894585E-27,5.25890759E-29,2.72897706E-27,5.52965723E-29,2.6644039E-27,5.15341358E-29,2.72395385E-27,6.02124965E-29,2.78227351E-27,6.15016478E-29,2.95120453E-27,5.70813497E-29,3.09599267E-27,6.27333161E-29,2.92684787E-27,6.20017034E-29,2.91608288E-27,6.44594729E-29,2.92414983E-27,7.0024279E-29,2.95120453E-27,6.79539946E-29,2.90268573E-27,7.2183752E-29,2.90803847E-27,6.42816554E-29,2.98400889E-27,6.596097E-29,3.06760369E-27,7.34595422E-29,3.15645705E-27,7.26801003E-29,3.15936944E-27,7.27471648E-29,3.09599267E-27,7.12878575E-29,3.1390659E-27,8.38444032E-29,3.0647822E-27,7.62147535E-29,3.09599267E-27,7.9842399E-29,3.17980452E-27,7.6146407E-29,3.22700444E-27,8.32210579E-29,3.17395142E-27,8.18528712E-29,3.14484773E-27,8.6895341E-29,3.07893451E-27,8.2238292E-29,3.16518863E-27,8.74573816E-29,3.19742119E-27,8.24581369E-29,3.23593825E-27,9.23926733E-29,3.22107142E-27,8.60347633E-29,1.24853098E-27,5.28972187E-29,-999.0,-999.0,-999.0,-999.0,2.13009836E-27,1.37332497E-29,2.78997627E-27,2.0557304E-29
98,-999.0,-999.0,2.56094121E-27,3.06632783E-29,2.74915637E-27,3.54489314E-29,3.06760369E-27,3.95551434E-29,3.28095147E-27,3.92842824E-29,3.39781266E-27,4.06835157E-29,3.31741394E-27,4.88872129E-29,3.4355813E-27,4.74643057E-29,3.63412619E-27,5.02073085E-29,3.74282259E-27,4.8261737E-29,3.78790977E-27,5.23319041E-29,3.8124103E-27,4.56476723E-29,3.83706913E-27,4.94769958E-29,3.91922083E-27,6.13655026E-29,3.74972474E-27,5.52579875E-29,3.71534959E-27,5.47514138E-29,3.81591972E-27,5.6233471E-29,3.88329184E-27,5.72263E-29,3.92282848E-27,6.50350491E-29,3.9445703E-27,6.53954989E-29,4.0476195E-27,6.33759207E-29,4.17637985E-27,6.53919962E-29,4.21113519E-27,6.20575795E-29,4.23447476E-27,7.02017113E-29,4.23058092E-27,7.01371505E-29,4.12666891E-27,6.46136436E-29,4.1956561E-27,7.72868284E-29,4.2618638E-27,7.45811014E-29,5.36537312E-27,7.90670557E-29,6.10379199E-27,8.99487946E-29,4.70326537E-27,7.7973609E-29,4.41773624E-27,7.73088081E-29,4.33311088E-27,8.38097906E-29,4.39339595E-27,8.49758028E-29,4.27366281E-27,8.65961478E-29,4.24228364E-27,7.8145745E-29,4.34509748E-27,8.00396564E-29,4.46683166E-27,9.05102814E-29,4.50816982E-27,8.7195738E-29,4.45450956E-27,8.61578483E-29,4.3132037E-27,9.13699684E-29,4.30526424E-27,8.72364834E-29,4.29733981E-27,9.10338997E-29,4.33311088E-27,9.5782623E-29,4.38126645E-27,9.28117918E-29,4.39744002E-27,9.72045973E-29,4.34910688E-27,9.61362057E-29,4.22668052E-27,1.01215828E-28,4.15718373E-27,9.57226905E-29,4.13046761E-27,9.89118258E-29,4.27366281E-27,9.84047225E-29,1.8450145E-27,7.1371485E-29,1.21899084E-30,1.16764123E-31,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.72906491E-27,1.71729787E-29,4.48332147E-27,2.47757496E-29
99,-999.0,-999.0,5.41999923E-28,1.39776111E-29,5.7650137E-28,1.48673667E-29,6.91829714E-28,1.84787622E-29,7.6137644E-28,1.9635101E-29,7.8704562E-28,1.88472889E-29,7.50240088E-28,2.1420894E-29,8.12830163E-28,2.09620382E-29,8.6138979E-28,2.38010786E-29,9.0364816E-28,2.58010094E-29,9.34975817E-28,2.4973189E-29,9.24697322E-28,2.55503285E-29,9.3239459E-28,2.49042452E-29,9.76335837E-28,2.78763915E-29,9.45364476E-28,2.61213818E-29,9.41889521E-28,2.77603933E-29,9.90832601E-28,3.01154837E-29,1.02612421E-27,3.02430525E-29,1.02896284E-27,3.1274421E-29,1.04905828E-27,2.99527697E-29,1.05487035E-27,3.40049985E-29,1.05293103E-27,3.20029131E-29,1.05390026E-27,3.49444039E-29,1.05681785E-27,3.21210508E-29,1.06267297E-27,3.32777674E-29,1.03466349E-27,3.62124844E-29,1.05196258E-27,3.48801591E-29,1.06856034E-27,3.54304936E-29,1.1470963E-27,3.69780114E-29,1.19233909E-27,3.843647E-29,1.13135615E-27,3.85546439E-29,1.11995359E-27,3.91975825E-29,1.11173045E-27,3.89097763E-29,1.12615845E-27,4.46008963E-29,1.1137831E-27,4.10332826E-29,1.1137831E-27,3.89816165E-29,1.13658043E-27,4.50136532E-29,1.12927615E-27,4.5764477E-29,1.16198316E-27,4.38792654E-29,1.17057541E-27,4.63600106E-29,1.17165556E-27,4.7481919E-29,1.15771193E-27,4.47842659E-29,1.12408558E-27,4.55541233E-29,1.13135615E-27,4.58487725E-29,1.15239068E-27,4.88239822E-29,1.1792339E-27,4.67029224E-29,1.13553513E-27,4.81098564E-29,1.15345138E-27,4.99312896E-29,1.15557848E-27,5.32163513E-29,1.11480827E-27,4.8258484E-29,1.07250734E-27,4.93907864E-29,1.09244765E-27,5.43337939E-29,4.36113788E-28,3.49457762E-29,9.31537014E-32,2.59109106E-32,-999.0,-999.0,-999.0,-999.0,9.23846928E-28,8.50894356E-30,1.08442654E-27,1.29843173E-29
100,-999.0,-999.0,1.42955212E-27,2.50166549E-29,1.43218834E-27,2.77009784E-29,1.63380258E-27,2.85909657E-29,1.75226537E-27,3.06640246E-29,1.85524042E-27,3.24660481E-29,1.78978133E-27,3.29689866E-29,1.87758506E-27,3.11277524E-29,1.98609214E-27,3.65851668E-29,2.04361929E-27,3.76448526E-29,2.10474407E-27,3.87708145E-29,2.13993446E-27,3.94190494E-29,2.14387588E-27,3.94916479E-29,2.21207576E-27,3.87105389E-29,2.19381428E-27,4.04115443E-29,2.19381428E-27,4.4452705E-29,2.28664911E-27,4.21216256E-29,2.35071286E-27,4.11366419E-29,2.40104145E-27,4.42288157E-29,2.46150121E-27,4.76096503E-29,2.45697046E-27,4.75220144E-29,2.50495481E-27,5.07572638E-29,2.52580628E-27,4.88534158E-29,2.55387632E-27,5.17485459E-29,2.58225817E-27,5.23236467E-29,2.54214317E-27,5.61936043E-29,2.59179095E-27,5.49039294E-29,2.64484069E-27,5.60277276E-29,3.05632756E-27,5.91146141E-29,3.31741394E-27,6.41644686E-29,2.88403156E-27,6.37509895E-29,2.76949092E-27,5.86682979E-29,2.73905121E-27,6.30689816E-29,2.64484069E-27,6.33356928E-29,2.66685638E-27,6.63191689E-29,2.67670135E-27,6.16333212E-29,2.81838161E-27,7.0087287E-29,2.89467194E-27,7.46505553E-29,2.91071551E-27,6.97025644E-29,2.90268573E-27,7.2183752E-29,2.83661112E-27,7.3153235E-29,2.87606938E-27,7.1521852E-29,2.86549756E-27,7.9176611E-29,2.88935001E-27,7.45133087E-29,2.90535757E-27,7.49261258E-29,2.9593749E-27,7.90448594E-29,2.9457788E-27,7.86817012E-29,2.88137917E-27,7.96154462E-29,2.75423216E-27,8.37124649E-29,2.69649413E-27,7.94740107E-29,2.79769404E-27,7.47263587E-29,2.95665318E-27,8.98648782E-29,1.30978461E-27,6.03178087E-29,1.03657368E-30,1.1743051E-31,-999.0,-999.0,-999.0,-999.0,2.13205914E-27,1.17821939E-29,2.69649413E-27,1.98685027E-29
